work_order_id,sku,warehouse_id,scheduled_ts,priority,planned_quantity
work_order_id_353,sku_56,warehouse_id_39,2020-11-05T19:36:12,medium,26
work_order_id_354,sku_159,warehouse_id_48,2020-05-25T19:15:39,critical,27
work_order_id_355,sku_53,warehouse_id_50,2020-10-25T18:22:00,medium,33
work_order_id_356,sku_197,warehouse_id_10,2020-01-22T16:46:16,critical,26
work_order_id_357,sku_30,warehouse_id_80,2020-05-06T08:56:10,medium,22
work_order_id_358,sku_162,warehouse_id_46,2020-05-24T09:41:25,medium,24
work_order_id_359,sku_140,warehouse_id_24,2020-05-06T19:18:03,critical,25
work_order_id_360,sku_88,warehouse_id_74,2020-11-16T18:49:15,critical,21
work_order_id_361,sku_43,warehouse_id_65,2020-07-22T17:07:10,critical,29
work_order_id_362,sku_32,warehouse_id_8,2020-01-29T18:16:57,low,31
work_order_id_363,sku_119,warehouse_id_60,2020-10-18T10:34:45,critical,35
work_order_id_364,sku_28,warehouse_id_48,2020-09-25T02:55:03,medium,21
work_order_id_365,sku_16,warehouse_id_6,2020-04-06T23:39:17,critical,17
work_order_id_366,sku_32,warehouse_id_78,2020-07-03T23:45:52,critical,23
work_order_id_367,sku_179,warehouse_id_33,2020-10-23T13:35:50,critical,28
work_order_id_368,sku_57,warehouse_id_48,2020-06-24T19:08:56,high,24
work_order_id_369,sku_175,warehouse_id_12,2020-06-06T11:00:23,high,15
work_order_id_370,sku_69,warehouse_id_75,2020-04-07T17:37:19,critical,24
work_order_id_371,sku_117,warehouse_id_65,2020-05-16T14:13:05,high,24
work_order_id_372,sku_37,warehouse_id_8,2020-12-18T10:25:24,medium,32
work_order_id_373,sku_122,warehouse_id_71,2020-04-20T11:46:34,high,25
work_order_id_374,sku_160,warehouse_id_33,2020-07-01T20:49:46,high,32
work_order_id_375,sku_15,warehouse_id_1,2020-05-26T09:20:38,medium,15
work_order_id_376,sku_56,warehouse_id_64,2020-11-13T23:14:52,critical,26
work_order_id_377,sku_189,warehouse_id_27,2020-11-21T14:15:14,medium,25
work_order_id_378,sku_147,warehouse_id_61,2020-07-04T18:29:30,medium,25
work_order_id_379,sku_15,warehouse_id_54,2020-03-11T20:24:51,low,35
work_order_id_380,sku_140,warehouse_id_79,2020-03-31T22:38:40,critical,34
work_order_id_381,sku_186,warehouse_id_20,2020-07-03T12:54:46,low,28
work_order_id_382,sku_22,warehouse_id_46,2020-01-17T09:28:10,medium,30
work_order_id_383,sku_141,warehouse_id_51,2020-11-27T19:10:55,critical,26
work_order_id_384,sku_137,warehouse_id_4,2020-05-20T23:32:39,critical,29
work_order_id_385,sku_196,warehouse_id_72,2020-01-19T17:04:00,low,25
work_order_id_386,sku_96,warehouse_id_8,2020-05-07T17:48:08,high,30
work_order_id_387,sku_61,warehouse_id_43,2020-06-11T09:56:01,high,27
work_order_id_388,sku_151,warehouse_id_1,2020-06-24T12:37:42,medium,28
work_order_id_389,sku_131,warehouse_id_70,2020-09-05T04:07:39,medium,17
work_order_id_390,sku_65,warehouse_id_5,2020-04-15T22:14:07,medium,23
work_order_id_391,sku_39,warehouse_id_30,2020-10-10T18:30:25,low,19
work_order_id_392,sku_58,warehouse_id_30,2020-01-04T11:06:55,high,19
work_order_id_393,sku_156,warehouse_id_45,2020-12-03T20:52:16,low,21
work_order_id_394,sku_7,warehouse_id_39,2020-06-16T10:16:07,critical,32
work_order_id_395,sku_180,warehouse_id_74,2020-09-29T07:48:48,low,37
work_order_id_396,sku_12,warehouse_id_62,2020-12-27T22:52:35,high,22
work_order_id_397,sku_14,warehouse_id_75,2020-10-27T22:03:14,low,22
work_order_id_398,sku_34,warehouse_id_4,2020-12-21T08:07:32,medium,26
work_order_id_399,sku_144,warehouse_id_15,2020-05-05T02:16:26,medium,18
work_order_id_400,sku_9,warehouse_id_62,2020-05-01T13:05:51,low,32
work_order_id_401,sku_194,warehouse_id_34,2020-08-30T06:28:28,critical,34
work_order_id_402,sku_126,warehouse_id_74,2020-03-14T03:20:52,medium,13
work_order_id_403,sku_4,warehouse_id_61,2020-09-22T19:54:36,critical,32
work_order_id_404,sku_39,warehouse_id_72,2020-04-19T10:55:04,high,21
work_order_id_405,sku_13,warehouse_id_4,2020-05-14T04:08:43,critical,15
work_order_id_406,sku_110,warehouse_id_36,2020-10-07T07:17:43,high,25
work_order_id_407,sku_82,warehouse_id_40,2020-10-22T11:53:36,critical,26
work_order_id_408,sku_12,warehouse_id_79,2020-03-15T15:31:26,low,14
work_order_id_409,sku_177,warehouse_id_70,2020-09-26T05:25:31,critical,24
work_order_id_410,sku_143,warehouse_id_78,2020-11-29T01:36:03,critical,28
work_order_id_411,sku_62,warehouse_id_30,2020-02-29T22:09:48,medium,27
work_order_id_412,sku_40,warehouse_id_65,2020-01-15T07:46:15,high,27
work_order_id_413,sku_160,warehouse_id_28,2020-06-28T14:08:29,low,21
work_order_id_414,sku_82,warehouse_id_13,2020-01-11T10:20:55,high,26
work_order_id_415,sku_105,warehouse_id_12,2020-12-26T04:38:42,medium,14
work_order_id_416,sku_5,warehouse_id_75,2020-09-12T12:48:19,critical,29
work_order_id_417,sku_70,warehouse_id_38,2020-01-21T11:05:00,critical,26
work_order_id_418,sku_186,warehouse_id_73,2020-10-24T16:27:13,low,12
work_order_id_419,sku_100,warehouse_id_34,2020-01-19T10:02:15,high,34
work_order_id_420,sku_20,warehouse_id_23,2020-11-05T09:46:54,medium,24
work_order_id_421,sku_60,warehouse_id_31,2020-04-21T03:32:05,low,20
work_order_id_422,sku_173,warehouse_id_11,2020-11-05T23:41:34,high,32
work_order_id_423,sku_198,warehouse_id_47,2020-12-19T11:08:13,high,29
work_order_id_424,sku_169,warehouse_id_59,2020-11-22T01:01:03,high,19
work_order_id_425,sku_110,warehouse_id_69,2020-11-06T14:26:00,medium,21
work_order_id_426,sku_75,warehouse_id_25,2020-08-20T06:22:40,high,35
work_order_id_427,sku_29,warehouse_id_42,2020-09-23T04:24:24,low,19
work_order_id_428,sku_145,warehouse_id_36,2020-01-03T00:47:25,high,27
work_order_id_429,sku_190,warehouse_id_48,2020-09-13T21:13:36,high,31
work_order_id_430,sku_100,warehouse_id_2,2020-01-27T13:52:47,medium,31
work_order_id_431,sku_70,warehouse_id_40,2020-05-03T03:34:31,low,23
work_order_id_432,sku_159,warehouse_id_44,2020-01-15T04:28:45,medium,20
work_order_id_433,sku_195,warehouse_id_27,2020-10-23T19:32:21,critical,13
work_order_id_434,sku_158,warehouse_id_17,2020-09-29T12:40:58,low,25
work_order_id_435,sku_42,warehouse_id_50,2020-10-04T14:13:08,medium,23
work_order_id_436,sku_70,warehouse_id_46,2020-07-31T23:43:25,medium,28
work_order_id_437,sku_121,warehouse_id_33,2020-02-08T06:34:09,high,27
work_order_id_438,sku_169,warehouse_id_43,2020-03-15T17:11:05,critical,29
work_order_id_439,sku_149,warehouse_id_50,2020-08-11T16:39:45,high,26
work_order_id_440,sku_127,warehouse_id_25,2020-12-24T20:23:59,medium,6
work_order_id_441,sku_198,warehouse_id_65,2020-06-01T20:33:46,medium,25
work_order_id_442,sku_139,warehouse_id_55,2020-12-03T17:20:46,low,30
work_order_id_443,sku_190,warehouse_id_28,2020-12-22T17:45:27,high,20
work_order_id_444,sku_16,warehouse_id_68,2020-08-25T13:11:56,critical,17
work_order_id_445,sku_195,warehouse_id_15,2020-04-28T14:14:28,medium,35
work_order_id_446,sku_144,warehouse_id_16,2020-03-30T06:23:41,medium,28
work_order_id_447,sku_83,warehouse_id_75,2020-10-27T08:07:26,medium,28
work_order_id_448,sku_183,warehouse_id_77,2020-09-21T11:22:11,medium,11
work_order_id_449,sku_197,warehouse_id_12,2020-02-26T05:48:28,high,24
work_order_id_450,sku_42,warehouse_id_60,2020-12-17T19:26:36,critical,20
work_order_id_451,sku_71,warehouse_id_47,2020-09-17T15:50:24,high,27
work_order_id_452,sku_42,warehouse_id_78,2020-10-30T06:16:20,low,29
work_order_id_453,sku_149,warehouse_id_28,2020-07-17T03:22:41,critical,39
work_order_id_454,sku_37,warehouse_id_57,2020-10-05T01:35:44,high,17
work_order_id_455,sku_11,warehouse_id_41,2020-11-30T23:42:50,low,24
work_order_id_456,sku_71,warehouse_id_18,2020-09-09T01:55:59,high,26
work_order_id_457,sku_84,warehouse_id_20,2020-08-10T06:36:50,low,28
work_order_id_458,sku_54,warehouse_id_25,2020-08-13T07:55:03,high,19
work_order_id_459,sku_98,warehouse_id_27,2020-08-02T06:09:34,critical,28
work_order_id_460,sku_124,warehouse_id_55,2020-06-14T16:39:25,medium,44
work_order_id_461,sku_70,warehouse_id_35,2020-11-30T05:34:34,high,37
work_order_id_462,sku_110,warehouse_id_59,2020-09-25T14:17:52,medium,28
work_order_id_463,sku_92,warehouse_id_14,2020-03-28T19:31:21,critical,30
work_order_id_464,sku_144,warehouse_id_77,2020-11-09T01:22:57,low,24
work_order_id_465,sku_138,warehouse_id_63,2020-03-02T11:33:01,high,22
work_order_id_466,sku_165,warehouse_id_62,2020-03-29T06:34:32,high,17
work_order_id_467,sku_154,warehouse_id_54,2020-03-10T03:42:49,low,25
work_order_id_468,sku_145,warehouse_id_11,2020-07-22T18:51:12,high,23
work_order_id_469,sku_49,warehouse_id_18,2020-08-18T09:01:37,low,20
work_order_id_470,sku_66,warehouse_id_23,2020-06-19T18:05:56,medium,29
work_order_id_471,sku_138,warehouse_id_54,2020-07-19T15:31:03,high,40
work_order_id_472,sku_30,warehouse_id_14,2020-04-01T21:17:55,medium,25
work_order_id_473,sku_12,warehouse_id_53,2020-11-13T07:48:35,high,27
work_order_id_474,sku_66,warehouse_id_1,2020-12-18T01:03:33,medium,30
work_order_id_475,sku_96,warehouse_id_2,2020-10-21T08:10:24,critical,35
work_order_id_476,sku_97,warehouse_id_78,2020-03-31T21:35:40,critical,28
work_order_id_477,sku_145,warehouse_id_66,2020-12-23T19:26:58,low,28
work_order_id_478,sku_97,warehouse_id_48,2020-09-25T12:34:06,low,42
work_order_id_479,sku_12,warehouse_id_38,2020-09-17T16:42:59,medium,23
work_order_id_480,sku_60,warehouse_id_24,2020-04-22T02:10:57,low,22
work_order_id_481,sku_176,warehouse_id_31,2020-07-29T09:29:34,critical,16
work_order_id_482,sku_37,warehouse_id_47,2020-11-21T20:48:57,high,23
work_order_id_483,sku_114,warehouse_id_68,2020-07-15T01:09:51,high,23
work_order_id_484,sku_39,warehouse_id_36,2020-07-15T21:50:49,medium,21
work_order_id_485,sku_107,warehouse_id_60,2020-04-23T20:39:28,critical,24
work_order_id_486,sku_64,warehouse_id_68,2020-04-10T18:48:42,medium,29
work_order_id_487,sku_115,warehouse_id_71,2020-02-20T01:31:43,high,15
work_order_id_488,sku_35,warehouse_id_76,2020-04-30T12:20:55,high,24
work_order_id_489,sku_61,warehouse_id_40,2020-06-16T20:53:04,low,25
work_order_id_490,sku_162,warehouse_id_69,2020-01-18T15:25:51,high,22
work_order_id_491,sku_37,warehouse_id_57,2020-11-15T19:30:48,low,19
work_order_id_492,sku_16,warehouse_id_6,2020-09-29T08:51:24,medium,33
work_order_id_493,sku_34,warehouse_id_40,2020-12-22T11:31:19,low,10
work_order_id_494,sku_34,warehouse_id_27,2020-07-25T20:46:16,low,21
work_order_id_495,sku_21,warehouse_id_70,2020-10-19T18:45:24,high,12
work_order_id_496,sku_128,warehouse_id_62,2020-10-18T23:56:25,medium,25
work_order_id_497,sku_154,warehouse_id_58,2020-11-30T17:36:37,medium,37
work_order_id_498,sku_72,warehouse_id_23,2020-04-24T09:07:56,critical,27
work_order_id_499,sku_63,warehouse_id_61,2020-11-23T06:17:09,high,20
work_order_id_500,sku_191,warehouse_id_79,2020-01-18T08:55:07,medium,16
work_order_id_501,sku_122,warehouse_id_55,2020-12-18T15:09:02,high,24
work_order_id_502,sku_42,warehouse_id_35,2020-12-13T06:48:35,medium,22
work_order_id_503,sku_138,warehouse_id_20,2020-09-04T00:30:30,critical,32
work_order_id_504,sku_64,warehouse_id_5,2020-06-18T13:20:18,critical,32
work_order_id_505,sku_141,warehouse_id_68,2020-02-25T23:48:06,critical,23
work_order_id_506,sku_33,warehouse_id_74,2020-03-26T10:36:11,high,24
work_order_id_507,sku_67,warehouse_id_43,2020-10-27T01:51:18,high,22
work_order_id_508,sku_106,warehouse_id_75,2020-01-14T10:09:18,high,22
work_order_id_509,sku_1,warehouse_id_38,2020-03-13T19:47:45,critical,31
work_order_id_510,sku_133,warehouse_id_30,2020-02-28T13:37:53,low,32
work_order_id_511,sku_16,warehouse_id_65,2020-12-05T13:53:31,medium,34
work_order_id_512,sku_38,warehouse_id_44,2020-12-17T18:58:15,medium,24
work_order_id_513,sku_147,warehouse_id_80,2020-12-10T06:22:09,high,21
work_order_id_514,sku_64,warehouse_id_45,2020-10-25T20:00:20,medium,27
work_order_id_515,sku_167,warehouse_id_5,2020-09-30T03:33:24,low,26
work_order_id_516,sku_83,warehouse_id_1,2020-05-10T21:46:03,critical,17
work_order_id_517,sku_40,warehouse_id_70,2020-02-09T21:57:52,high,24
work_order_id_518,sku_83,warehouse_id_19,2020-05-23T16:40:06,low,18
work_order_id_519,sku_89,warehouse_id_26,2020-12-02T07:26:08,medium,30
work_order_id_520,sku_23,warehouse_id_63,2020-03-06T09:29:02,high,31
work_order_id_521,sku_5,warehouse_id_31,2020-11-06T17:39:52,critical,17
work_order_id_522,sku_69,warehouse_id_14,2020-05-27T22:51:31,low,28
work_order_id_523,sku_195,warehouse_id_72,2020-02-11T05:23:36,high,25
work_order_id_524,sku_134,warehouse_id_73,2020-05-13T01:41:40,medium,26
work_order_id_525,sku_176,warehouse_id_56,2020-10-27T04:21:33,high,28
work_order_id_526,sku_54,warehouse_id_65,2020-04-02T02:20:08,high,24
work_order_id_527,sku_40,warehouse_id_52,2020-04-06T13:10:43,high,30
work_order_id_528,sku_33,warehouse_id_5,2020-07-11T22:40:54,low,23
work_order_id_529,sku_79,warehouse_id_80,2020-07-03T03:13:30,critical,16
work_order_id_530,sku_46,warehouse_id_23,2020-05-17T12:57:01,low,26
work_order_id_531,sku_104,warehouse_id_23,2020-10-23T12:31:08,medium,21
work_order_id_532,sku_200,warehouse_id_36,2020-10-29T11:10:22,low,37
work_order_id_533,sku_124,warehouse_id_16,2020-09-16T00:55:00,critical,22
work_order_id_534,sku_123,warehouse_id_15,2020-02-10T14:44:20,critical,35
work_order_id_535,sku_69,warehouse_id_36,2020-12-22T13:24:09,critical,31
work_order_id_536,sku_116,warehouse_id_18,2020-07-09T13:18:16,medium,26
work_order_id_537,sku_88,warehouse_id_18,2020-11-30T15:23:39,medium,17
work_order_id_538,sku_42,warehouse_id_15,2020-05-31T11:32:49,medium,32
work_order_id_539,sku_173,warehouse_id_37,2020-09-27T07:02:18,low,29
work_order_id_540,sku_12,warehouse_id_6,2020-05-14T11:45:12,critical,29
work_order_id_541,sku_142,warehouse_id_55,2020-03-09T03:06:51,high,25
work_order_id_542,sku_121,warehouse_id_18,2020-05-21T03:36:25,high,29
work_order_id_543,sku_36,warehouse_id_2,2020-07-28T08:09:39,low,25
work_order_id_544,sku_126,warehouse_id_77,2020-05-02T09:34:49,low,30
work_order_id_545,sku_150,warehouse_id_39,2020-09-19T11:34:40,high,26
work_order_id_546,sku_57,warehouse_id_5,2020-10-13T18:56:51,low,34
work_order_id_547,sku_197,warehouse_id_29,2020-04-27T06:16:54,medium,16
work_order_id_548,sku_170,warehouse_id_49,2020-06-12T20:06:48,low,29
work_order_id_549,sku_82,warehouse_id_49,2020-02-04T19:05:18,high,21
work_order_id_550,sku_144,warehouse_id_75,2020-09-05T00:53:27,critical,23
work_order_id_551,sku_115,warehouse_id_44,2020-09-28T03:50:34,critical,34
work_order_id_552,sku_128,warehouse_id_26,2020-02-27T07:46:09,critical,21
work_order_id_553,sku_7,warehouse_id_49,2020-10-02T21:52:48,medium,18
work_order_id_554,sku_48,warehouse_id_22,2020-02-28T08:23:16,low,9
work_order_id_555,sku_195,warehouse_id_40,2020-01-24T15:53:22,low,16
work_order_id_556,sku_101,warehouse_id_11,2020-03-09T16:50:32,low,31
work_order_id_557,sku_76,warehouse_id_52,2020-01-13T20:26:03,high,25
work_order_id_558,sku_184,warehouse_id_77,2020-08-17T20:07:06,medium,19
work_order_id_559,sku_86,warehouse_id_49,2020-06-21T00:28:34,medium,26
work_order_id_560,sku_28,warehouse_id_43,2020-07-07T20:56:05,medium,31
work_order_id_561,sku_73,warehouse_id_6,2020-04-24T06:00:58,medium,34
work_order_id_562,sku_196,warehouse_id_2,2020-01-04T17:06:23,critical,25
work_order_id_563,sku_74,warehouse_id_60,2020-06-30T20:50:50,low,16
work_order_id_564,sku_43,warehouse_id_75,2020-12-15T21:30:58,low,30
work_order_id_565,sku_14,warehouse_id_27,2020-05-03T00:59:08,critical,17
work_order_id_566,sku_160,warehouse_id_49,2020-12-26T21:38:03,medium,21
work_order_id_567,sku_93,warehouse_id_35,2020-02-03T10:04:59,high,22
work_order_id_568,sku_176,warehouse_id_7,2020-05-21T10:46:33,low,29
work_order_id_569,sku_138,warehouse_id_43,2020-12-29T14:49:28,low,18
work_order_id_570,sku_172,warehouse_id_41,2020-10-04T15:14:07,medium,23
work_order_id_571,sku_31,warehouse_id_6,2020-12-29T07:45:44,critical,23
work_order_id_572,sku_181,warehouse_id_80,2020-05-08T09:20:07,critical,17
work_order_id_573,sku_4,warehouse_id_19,2020-08-15T19:36:03,low,22
work_order_id_574,sku_55,warehouse_id_15,2020-05-12T13:57:35,medium,28
work_order_id_575,sku_127,warehouse_id_72,2020-07-30T11:41:25,high,28
work_order_id_576,sku_110,warehouse_id_62,2020-08-28T14:27:49,low,33
work_order_id_577,sku_4,warehouse_id_77,2020-07-06T12:39:56,low,10
work_order_id_578,sku_175,warehouse_id_1,2020-08-24T01:16:54,high,30
work_order_id_579,sku_1,warehouse_id_1,2020-10-03T08:48:53,medium,25
work_order_id_580,sku_148,warehouse_id_24,2020-01-23T19:57:49,critical,22
work_order_id_581,sku_183,warehouse_id_19,2020-04-23T17:16:27,critical,25
work_order_id_582,sku_187,warehouse_id_47,2020-05-18T17:12:43,low,22
work_order_id_583,sku_179,warehouse_id_4,2020-09-24T00:09:44,high,11
work_order_id_584,sku_125,warehouse_id_65,2020-01-05T00:04:34,critical,24
work_order_id_585,sku_59,warehouse_id_40,2020-05-17T19:38:53,low,28
work_order_id_586,sku_45,warehouse_id_49,2020-10-05T21:39:01,medium,26
work_order_id_587,sku_15,warehouse_id_50,2020-12-23T22:20:43,low,26
work_order_id_588,sku_176,warehouse_id_3,2020-07-15T03:42:42,low,17
work_order_id_589,sku_38,warehouse_id_53,2020-08-18T11:51:25,low,29
work_order_id_590,sku_21,warehouse_id_15,2020-09-12T13:13:13,low,20
work_order_id_591,sku_114,warehouse_id_19,2020-07-17T18:17:55,critical,26
work_order_id_592,sku_129,warehouse_id_48,2020-12-02T17:32:34,high,20
work_order_id_593,sku_125,warehouse_id_48,2020-10-25T19:24:17,medium,35
work_order_id_594,sku_153,warehouse_id_26,2020-01-06T23:47:51,medium,19
work_order_id_595,sku_136,warehouse_id_18,2020-02-11T03:37:14,medium,33
work_order_id_596,sku_197,warehouse_id_59,2020-03-03T22:23:21,medium,30
work_order_id_597,sku_178,warehouse_id_19,2020-11-30T13:13:35,medium,19
work_order_id_598,sku_33,warehouse_id_20,2020-08-16T10:05:50,critical,22
work_order_id_599,sku_183,warehouse_id_29,2020-10-17T14:20:42,low,36
work_order_id_600,sku_185,warehouse_id_27,2020-10-12T20:51:52,high,25
work_order_id_601,sku_37,warehouse_id_37,2020-10-22T12:47:35,low,19
work_order_id_602,sku_52,warehouse_id_33,2020-12-27T08:37:36,medium,22
work_order_id_603,sku_39,warehouse_id_65,2020-06-12T09:44:13,medium,27
work_order_id_604,sku_155,warehouse_id_78,2020-06-12T15:26:53,low,32
work_order_id_605,sku_73,warehouse_id_29,2020-03-13T07:26:58,medium,18
work_order_id_606,sku_159,warehouse_id_31,2020-09-10T06:08:36,critical,22
work_order_id_607,sku_189,warehouse_id_61,2020-09-26T09:41:47,medium,19
work_order_id_608,sku_6,warehouse_id_65,2020-09-26T18:44:59,medium,26
work_order_id_609,sku_32,warehouse_id_75,2020-10-07T02:41:37,medium,29
work_order_id_610,sku_84,warehouse_id_57,2020-02-04T21:29:33,low,32
work_order_id_611,sku_92,warehouse_id_35,2020-05-04T13:36:56,high,26
work_order_id_612,sku_29,warehouse_id_77,2020-07-18T07:53:11,high,25
work_order_id_613,sku_157,warehouse_id_5,2020-06-24T16:05:32,medium,27
work_order_id_614,sku_98,warehouse_id_38,2020-08-23T00:02:26,medium,28
work_order_id_615,sku_138,warehouse_id_36,2020-01-19T09:45:31,high,15
work_order_id_616,sku_164,warehouse_id_44,2020-02-15T01:06:00,low,24
work_order_id_617,sku_89,warehouse_id_68,2020-10-19T05:50:19,low,29
work_order_id_618,sku_91,warehouse_id_30,2020-06-08T22:53:58,low,30
work_order_id_619,sku_29,warehouse_id_61,2020-03-30T01:38:04,high,25
work_order_id_620,sku_31,warehouse_id_50,2020-09-30T07:03:40,medium,19
work_order_id_621,sku_195,warehouse_id_60,2020-10-12T00:33:49,high,23
work_order_id_622,sku_127,warehouse_id_30,2020-02-02T22:23:26,medium,28
work_order_id_623,sku_123,warehouse_id_31,2020-10-25T15:41:44,medium,15
work_order_id_624,sku_76,warehouse_id_6,2020-01-01T13:56:48,medium,29
work_order_id_625,sku_90,warehouse_id_16,2020-11-17T16:13:50,medium,30
work_order_id_626,sku_130,warehouse_id_46,2020-04-16T21:37:25,medium,22
work_order_id_627,sku_85,warehouse_id_11,2020-11-05T01:28:44,medium,25
work_order_id_628,sku_186,warehouse_id_75,2020-02-25T12:07:19,low,22
work_order_id_629,sku_12,warehouse_id_35,2020-07-15T02:31:18,critical,31
work_order_id_630,sku_177,warehouse_id_6,2020-12-29T00:25:12,critical,40
work_order_id_631,sku_166,warehouse_id_48,2020-10-30T22:44:56,high,23
work_order_id_632,sku_125,warehouse_id_38,2020-03-28T02:07:14,low,28
work_order_id_633,sku_158,warehouse_id_32,2020-11-22T02:44:11,medium,33
work_order_id_634,sku_17,warehouse_id_6,2020-06-21T08:37:40,low,26
work_order_id_635,sku_197,warehouse_id_14,2020-06-26T04:23:07,critical,25
work_order_id_636,sku_115,warehouse_id_60,2020-08-19T12:13:03,critical,37
work_order_id_637,sku_119,warehouse_id_68,2020-01-14T21:27:13,medium,39
work_order_id_638,sku_98,warehouse_id_77,2020-10-29T17:45:39,critical,29
work_order_id_639,sku_48,warehouse_id_78,2020-04-01T19:56:57,critical,29
work_order_id_640,sku_85,warehouse_id_55,2020-02-08T02:48:42,high,25
work_order_id_641,sku_52,warehouse_id_31,2020-04-05T09:15:51,high,20
work_order_id_642,sku_109,warehouse_id_69,2020-02-17T19:13:16,medium,21
work_order_id_643,sku_8,warehouse_id_61,2020-04-15T00:00:16,critical,16
work_order_id_644,sku_111,warehouse_id_50,2020-10-19T21:55:07,low,26
work_order_id_645,sku_85,warehouse_id_74,2020-07-08T22:05:04,critical,30
work_order_id_646,sku_80,warehouse_id_19,2020-01-24T10:22:04,low,21
work_order_id_647,sku_39,warehouse_id_78,2020-04-16T03:38:20,high,28
work_order_id_648,sku_69,warehouse_id_48,2020-05-18T22:25:22,high,23
work_order_id_649,sku_32,warehouse_id_69,2020-05-08T01:46:55,critical,18
work_order_id_650,sku_177,warehouse_id_49,2020-05-07T01:02:41,low,29
work_order_id_651,sku_134,warehouse_id_77,2020-10-21T05:00:17,medium,23
work_order_id_652,sku_133,warehouse_id_8,2020-03-18T02:42:26,high,27
work_order_id_653,sku_27,warehouse_id_8,2020-07-04T19:34:34,high,27
work_order_id_654,sku_43,warehouse_id_75,2020-05-30T12:01:01,medium,19
work_order_id_655,sku_155,warehouse_id_29,2020-12-29T21:55:51,low,27
work_order_id_656,sku_156,warehouse_id_75,2020-01-19T13:31:27,medium,26
work_order_id_657,sku_187,warehouse_id_72,2020-06-12T07:21:09,low,12
work_order_id_658,sku_34,warehouse_id_15,2020-01-01T13:36:20,low,30
work_order_id_659,sku_62,warehouse_id_31,2020-06-12T22:26:19,medium,30
work_order_id_660,sku_83,warehouse_id_15,2020-06-18T01:20:18,low,20
work_order_id_661,sku_188,warehouse_id_6,2020-07-08T21:14:21,critical,17
work_order_id_662,sku_61,warehouse_id_45,2020-06-10T20:51:45,high,17
work_order_id_663,sku_146,warehouse_id_29,2020-11-11T15:53:12,critical,14
work_order_id_664,sku_100,warehouse_id_46,2020-02-18T03:03:01,medium,29
work_order_id_665,sku_132,warehouse_id_2,2020-10-25T19:23:10,high,28
work_order_id_666,sku_175,warehouse_id_27,2020-09-30T20:17:26,critical,27
work_order_id_667,sku_148,warehouse_id_35,2020-07-09T14:37:23,high,34
work_order_id_668,sku_17,warehouse_id_58,2020-11-19T22:04:46,high,26
work_order_id_669,sku_95,warehouse_id_58,2020-10-20T06:05:31,medium,20
work_order_id_670,sku_102,warehouse_id_46,2020-10-12T20:23:48,medium,23
work_order_id_671,sku_86,warehouse_id_73,2020-10-03T05:21:36,low,29
work_order_id_672,sku_24,warehouse_id_40,2020-05-03T06:40:15,high,23
work_order_id_673,sku_152,warehouse_id_21,2020-01-22T00:45:28,medium,29
work_order_id_674,sku_30,warehouse_id_36,2020-10-29T06:50:05,low,23
work_order_id_675,sku_16,warehouse_id_36,2020-07-17T15:43:02,medium,31
work_order_id_676,sku_171,warehouse_id_79,2020-07-12T16:16:20,low,36
work_order_id_677,sku_102,warehouse_id_28,2020-06-10T01:46:33,medium,27
work_order_id_678,sku_30,warehouse_id_1,2020-07-25T18:04:13,medium,25
work_order_id_679,sku_72,warehouse_id_55,2020-10-07T16:20:33,high,29
work_order_id_680,sku_71,warehouse_id_52,2020-11-04T18:27:14,high,32
work_order_id_681,sku_151,warehouse_id_69,2020-12-02T06:22:07,high,24
work_order_id_682,sku_178,warehouse_id_34,2020-07-24T01:51:05,critical,21
work_order_id_683,sku_156,warehouse_id_34,2020-10-04T20:58:46,low,25
work_order_id_684,sku_114,warehouse_id_10,2020-08-14T08:44:29,critical,31
work_order_id_685,sku_168,warehouse_id_9,2020-03-16T03:02:34,low,39
work_order_id_686,sku_97,warehouse_id_63,2020-03-17T18:49:15,high,19
work_order_id_687,sku_99,warehouse_id_48,2020-01-08T05:01:14,low,36
work_order_id_688,sku_129,warehouse_id_51,2020-08-24T12:47:02,medium,25
work_order_id_689,sku_34,warehouse_id_61,2020-08-19T12:22:58,low,18
work_order_id_690,sku_96,warehouse_id_61,2020-04-01T17:59:39,high,31
work_order_id_691,sku_133,warehouse_id_70,2020-05-10T23:21:00,medium,39
work_order_id_692,sku_11,warehouse_id_74,2020-12-24T11:21:04,medium,35
work_order_id_693,sku_159,warehouse_id_54,2020-03-11T10:38:18,high,27
work_order_id_694,sku_6,warehouse_id_48,2020-01-26T21:33:44,low,23
work_order_id_695,sku_31,warehouse_id_48,2020-04-07T18:04:29,low,28
work_order_id_696,sku_6,warehouse_id_2,2020-03-05T09:45:50,high,22
work_order_id_697,sku_23,warehouse_id_73,2020-10-02T18:55:55,medium,16
work_order_id_698,sku_13,warehouse_id_64,2020-03-27T20:36:55,critical,23
work_order_id_699,sku_96,warehouse_id_19,2020-05-25T09:26:36,low,25
work_order_id_700,sku_82,warehouse_id_74,2020-12-25T23:01:54,low,16
work_order_id_701,sku_142,warehouse_id_10,2020-12-20T00:33:20,critical,12
work_order_id_702,sku_81,warehouse_id_66,2020-03-22T19:17:01,critical,30
work_order_id_703,sku_53,warehouse_id_61,2020-09-06T06:19:02,critical,22
work_order_id_704,sku_114,warehouse_id_23,2020-12-30T08:49:34,low,32
work_order_id_705,sku_78,warehouse_id_43,2020-11-10T15:36:56,critical,18
