level_id,warehouse_id,sku,on_hand,reorder_point,last_count_ts
824,warehouse_id_60,sku_26,138,89,2020-05-21T13:19:07
825,warehouse_id_54,sku_11,138,102,2020-11-18T21:33:30
826,warehouse_id_64,sku_186,160,72,2020-02-01T21:43:50
827,warehouse_id_27,sku_48,82,107,2020-12-27T22:55:41
828,warehouse_id_50,sku_160,136,84,2020-10-12T14:44:14
829,warehouse_id_62,sku_128,122,76,2020-06-20T02:54:25
830,warehouse_id_72,sku_159,120,57,2020-10-22T06:51:24
831,warehouse_id_24,sku_167,132,78,2020-02-04T01:14:12
832,warehouse_id_15,sku_134,65,86,2020-04-25T01:59:17
833,warehouse_id_58,sku_15,111,53,2020-05-30T09:53:38
834,warehouse_id_24,sku_106,74,80,2020-12-03T11:58:56
835,warehouse_id_75,sku_102,122,102,2020-04-01T23:42:17
836,warehouse_id_59,sku_46,101,105,2020-01-03T10:52:50
837,warehouse_id_75,sku_125,74,82,2020-10-17T11:04:48
838,warehouse_id_74,sku_72,129,63,2020-01-20T17:33:52
839,warehouse_id_2,sku_127,154,82,2020-03-31T01:48:04
840,warehouse_id_18,sku_162,105,78,2020-12-26T00:28:15
841,warehouse_id_21,sku_141,119,80,2020-03-08T18:57:52
842,warehouse_id_70,sku_116,115,60,2020-06-14T07:30:09
843,warehouse_id_57,sku_29,178,88,2020-08-28T05:58:09
844,warehouse_id_29,sku_106,104,98,2020-04-30T00:48:27
845,warehouse_id_2,sku_98,122,108,2020-05-04T20:36:36
846,warehouse_id_24,sku_6,82,108,2020-09-07T03:57:56
847,warehouse_id_65,sku_45,142,77,2020-02-27T18:03:56
848,warehouse_id_48,sku_59,114,71,2020-08-16T07:53:18
849,warehouse_id_1,sku_154,91,81,2020-06-11T10:45:04
850,warehouse_id_25,sku_140,102,66,2020-03-10T16:17:23
851,warehouse_id_53,sku_151,151,81,2020-12-22T19:24:30
852,warehouse_id_37,sku_161,120,92,2020-11-07T01:22:40
853,warehouse_id_55,sku_39,72,61,2020-01-12T11:49:40
854,warehouse_id_80,sku_96,173,71,2020-03-18T04:12:03
855,warehouse_id_8,sku_82,126,87,2020-02-11T13:30:34
856,warehouse_id_60,sku_136,145,62,2020-06-16T20:00:39
857,warehouse_id_1,sku_124,115,62,2020-06-16T05:56:42
858,warehouse_id_3,sku_116,177,85,2020-04-02T04:13:19
859,warehouse_id_7,sku_92,124,65,2020-11-25T03:11:29
860,warehouse_id_51,sku_49,154,71,2020-04-01T10:03:40
861,warehouse_id_4,sku_34,114,72,2020-11-01T00:43:48
862,warehouse_id_73,sku_193,116,70,2020-06-05T05:38:57
863,warehouse_id_78,sku_110,92,68,2020-03-08T11:39:57
864,warehouse_id_37,sku_176,146,65,2020-01-03T09:04:40
865,warehouse_id_25,sku_32,150,95,2020-11-27T11:11:01
866,warehouse_id_60,sku_116,82,62,2020-10-04T03:38:24
867,warehouse_id_7,sku_133,151,49,2020-07-14T12:38:18
868,warehouse_id_71,sku_92,80,94,2020-07-09T15:37:44
869,warehouse_id_37,sku_12,120,58,2020-04-24T03:35:25
870,warehouse_id_51,sku_191,109,64,2020-03-03T17:39:08
871,warehouse_id_48,sku_95,121,65,2020-08-02T20:10:10
872,warehouse_id_76,sku_164,140,66,2020-01-08T04:19:07
873,warehouse_id_77,sku_71,139,91,2020-03-28T03:53:13
874,warehouse_id_67,sku_35,164,71,2020-09-06T10:26:45
875,warehouse_id_2,sku_159,103,91,2020-09-16T04:14:58
876,warehouse_id_70,sku_18,76,70,2020-10-21T21:22:21
877,warehouse_id_33,sku_199,87,67,2020-07-10T10:27:12
878,warehouse_id_73,sku_105,137,60,2020-02-12T12:19:36
879,warehouse_id_20,sku_115,92,80,2020-08-06T15:41:11
880,warehouse_id_63,sku_55,80,83,2020-05-20T11:44:22
881,warehouse_id_10,sku_34,176,82,2020-01-28T19:21:42
882,warehouse_id_13,sku_120,128,80,2020-10-12T07:32:42
883,warehouse_id_72,sku_20,136,88,2020-08-01T22:23:06
884,warehouse_id_57,sku_68,118,86,2020-08-14T00:47:00
885,warehouse_id_65,sku_130,88,60,2020-03-02T07:22:20
886,warehouse_id_38,sku_27,87,76,2020-04-11T10:54:03
887,warehouse_id_29,sku_155,71,73,2020-05-22T02:34:51
888,warehouse_id_62,sku_113,14,82,2020-11-03T14:16:05
889,warehouse_id_47,sku_40,126,75,2020-07-06T01:04:48
890,warehouse_id_74,sku_195,149,100,2020-09-11T20:26:43
891,warehouse_id_54,sku_63,174,89,2020-12-24T12:31:08
892,warehouse_id_65,sku_41,127,74,2020-01-05T03:33:38
893,warehouse_id_49,sku_153,103,74,2020-08-11T23:45:42
894,warehouse_id_78,sku_97,87,76,2020-05-16T20:27:27
895,warehouse_id_12,sku_85,119,91,2020-09-20T07:44:49
896,warehouse_id_67,sku_199,118,78,2020-11-29T21:53:48
897,warehouse_id_46,sku_161,138,81,2020-08-25T13:08:54
898,warehouse_id_20,sku_24,43,82,2020-11-27T19:40:12
899,warehouse_id_14,sku_63,106,84,2020-09-22T08:50:21
900,warehouse_id_56,sku_154,83,61,2020-07-04T17:22:27
901,warehouse_id_53,sku_52,130,79,2020-10-27T20:59:10
902,warehouse_id_25,sku_145,155,77,2020-11-29T10:41:37
903,warehouse_id_31,sku_57,99,78,2020-08-10T09:37:12
904,warehouse_id_18,sku_189,164,77,2020-12-16T02:34:58
905,warehouse_id_34,sku_8,66,95,2020-04-26T10:59:32
906,warehouse_id_21,sku_21,121,78,2020-11-15T23:27:48
907,warehouse_id_57,sku_126,180,81,2020-10-05T12:39:23
908,warehouse_id_7,sku_121,129,69,2020-10-30T03:20:23
909,warehouse_id_37,sku_119,125,97,2020-11-07T09:09:13
910,warehouse_id_40,sku_148,81,94,2020-02-12T14:21:13
911,warehouse_id_74,sku_117,141,75,2020-11-24T09:31:03
912,warehouse_id_24,sku_142,114,97,2020-03-06T16:47:37
913,warehouse_id_35,sku_162,121,70,2020-06-27T06:25:18
914,warehouse_id_44,sku_49,120,114,2020-10-17T18:22:54
915,warehouse_id_52,sku_183,114,90,2020-07-23T19:12:24
916,warehouse_id_11,sku_7,55,69,2020-04-01T01:38:12
917,warehouse_id_78,sku_190,139,71,2020-11-22T08:46:26
918,warehouse_id_19,sku_76,116,66,2020-12-14T10:48:48
919,warehouse_id_62,sku_17,135,81,2020-10-04T15:53:15
920,warehouse_id_40,sku_20,108,67,2020-03-09T07:11:27
921,warehouse_id_37,sku_3,118,101,2020-11-09T07:14:24
922,warehouse_id_7,sku_30,193,103,2020-08-19T09:20:58
923,warehouse_id_25,sku_96,112,53,2020-04-19T21:34:36
924,warehouse_id_34,sku_189,139,83,2020-09-10T19:22:47
925,warehouse_id_1,sku_15,91,87,2020-03-21T05:50:06
926,warehouse_id_9,sku_47,101,67,2020-12-23T18:54:03
927,warehouse_id_37,sku_120,110,71,2020-03-21T10:25:45
928,warehouse_id_39,sku_79,143,108,2020-09-24T09:37:28
929,warehouse_id_61,sku_35,127,94,2020-11-17T15:11:47
930,warehouse_id_44,sku_38,99,92,2020-09-13T01:42:52
931,warehouse_id_43,sku_75,118,101,2020-01-20T07:03:25
932,warehouse_id_11,sku_68,129,69,2020-01-10T06:09:26
933,warehouse_id_4,sku_144,119,97,2020-01-19T11:04:05
934,warehouse_id_21,sku_137,113,61,2020-02-06T18:21:47
935,warehouse_id_38,sku_73,100,71,2020-11-19T01:20:47
936,warehouse_id_33,sku_186,76,77,2020-06-22T14:59:49
937,warehouse_id_74,sku_74,133,90,2020-05-11T02:22:32
938,warehouse_id_50,sku_150,93,65,2020-05-10T04:19:08
939,warehouse_id_59,sku_166,97,92,2020-07-14T15:21:45
940,warehouse_id_42,sku_101,126,81,2020-01-17T05:40:14
941,warehouse_id_57,sku_55,128,79,2020-06-22T18:51:42
942,warehouse_id_40,sku_121,141,81,2020-12-24T02:26:34
943,warehouse_id_28,sku_166,98,66,2020-04-15T22:30:10
944,warehouse_id_8,sku_73,57,57,2020-09-30T19:42:36
945,warehouse_id_58,sku_33,128,99,2020-01-05T06:46:39
946,warehouse_id_15,sku_55,117,107,2020-12-13T12:20:30
947,warehouse_id_69,sku_176,138,83,2020-10-31T17:28:17
948,warehouse_id_9,sku_128,112,69,2020-12-13T05:52:17
949,warehouse_id_68,sku_103,136,97,2020-08-09T10:03:47
950,warehouse_id_13,sku_86,192,88,2020-01-05T09:29:57
951,warehouse_id_1,sku_31,86,98,2020-12-23T01:26:41
952,warehouse_id_14,sku_56,121,86,2020-09-24T07:07:54
953,warehouse_id_1,sku_135,155,81,2020-01-09T22:15:41
954,warehouse_id_61,sku_117,168,82,2020-05-08T11:24:40
955,warehouse_id_75,sku_41,90,96,2020-03-24T10:30:51
956,warehouse_id_59,sku_82,136,92,2020-02-28T11:03:39
957,warehouse_id_61,sku_133,108,80,2020-03-07T15:52:37
958,warehouse_id_54,sku_86,108,106,2020-10-02T16:52:06
959,warehouse_id_53,sku_76,89,62,2020-08-20T01:03:34
960,warehouse_id_41,sku_171,125,62,2020-12-14T23:52:42
961,warehouse_id_67,sku_80,109,100,2020-03-05T07:38:07
962,warehouse_id_43,sku_75,151,78,2020-04-26T05:57:49
963,warehouse_id_62,sku_77,104,79,2020-01-24T20:23:27
964,warehouse_id_20,sku_176,137,83,2020-12-19T01:45:49
965,warehouse_id_45,sku_27,102,83,2020-01-23T09:53:50
966,warehouse_id_47,sku_192,65,80,2020-11-29T06:27:43
967,warehouse_id_56,sku_73,175,99,2020-02-18T13:41:30
968,warehouse_id_29,sku_79,167,78,2020-01-02T21:49:34
969,warehouse_id_42,sku_11,133,63,2020-02-13T17:06:48
970,warehouse_id_47,sku_137,153,70,2020-10-12T13:30:53
971,warehouse_id_11,sku_31,84,51,2020-11-24T21:11:25
972,warehouse_id_10,sku_29,106,78,2020-02-19T20:53:18
973,warehouse_id_50,sku_185,159,88,2020-02-29T22:22:54
974,warehouse_id_45,sku_169,148,40,2020-10-30T15:18:21
975,warehouse_id_22,sku_3,104,84,2020-02-13T01:58:00
976,warehouse_id_12,sku_72,125,77,2020-01-15T20:49:03
977,warehouse_id_25,sku_51,131,81,2020-08-22T23:21:34
978,warehouse_id_21,sku_166,145,93,2020-01-20T02:45:49
979,warehouse_id_3,sku_155,56,100,2020-06-03T00:25:34
980,warehouse_id_25,sku_50,170,88,2020-01-27T22:19:36
981,warehouse_id_21,sku_8,98,83,2020-12-13T08:47:21
982,warehouse_id_61,sku_175,218,89,2020-09-23T07:28:14
983,warehouse_id_12,sku_62,113,81,2020-06-23T12:34:14
984,warehouse_id_62,sku_128,109,75,2020-05-31T22:02:45
985,warehouse_id_53,sku_16,105,61,2020-02-02T21:43:27
986,warehouse_id_16,sku_73,131,89,2020-12-05T16:15:41
987,warehouse_id_73,sku_5,149,74,2020-06-19T18:01:12
988,warehouse_id_40,sku_156,120,61,2020-07-13T10:11:01
989,warehouse_id_73,sku_3,191,90,2020-02-12T19:36:10
990,warehouse_id_45,sku_92,76,84,2020-01-31T12:15:58
991,warehouse_id_54,sku_40,82,88,2020-09-08T03:36:08
992,warehouse_id_40,sku_179,82,78,2020-12-16T22:27:35
993,warehouse_id_56,sku_178,98,92,2020-12-11T06:02:21
994,warehouse_id_35,sku_160,152,79,2020-01-26T03:22:28
995,warehouse_id_5,sku_99,135,85,2020-06-20T14:17:42
996,warehouse_id_34,sku_48,63,63,2020-09-17T10:18:57
997,warehouse_id_66,sku_179,143,63,2020-03-21T14:59:23
998,warehouse_id_70,sku_192,157,81,2020-02-04T04:03:55
999,warehouse_id_35,sku_10,163,73,2020-08-23T17:01:07
1000,warehouse_id_35,sku_37,161,62,2020-02-05T15:56:40
1001,warehouse_id_10,sku_28,116,80,2020-10-27T23:40:05
1002,warehouse_id_51,sku_174,120,61,2020-07-03T13:35:33
1003,warehouse_id_76,sku_178,115,71,2020-11-30T06:24:59
1004,warehouse_id_61,sku_112,155,100,2020-06-26T18:38:16
1005,warehouse_id_42,sku_19,112,72,2020-12-18T18:36:45
1006,warehouse_id_47,sku_56,112,89,2020-11-21T06:42:00
1007,warehouse_id_14,sku_194,162,93,2020-05-25T10:12:09
1008,warehouse_id_66,sku_39,80,83,2020-02-14T17:02:16
1009,warehouse_id_45,sku_75,152,65,2020-06-09T08:46:23
1010,warehouse_id_78,sku_47,108,81,2020-10-06T13:32:26
1011,warehouse_id_78,sku_75,134,48,2020-02-03T17:29:36
1012,warehouse_id_53,sku_136,112,74,2020-02-01T00:19:55
1013,warehouse_id_22,sku_39,69,63,2020-02-05T22:50:28
1014,warehouse_id_4,sku_85,107,89,2020-11-21T17:11:06
1015,warehouse_id_31,sku_151,171,67,2020-04-12T14:08:10
1016,warehouse_id_64,sku_52,118,91,2020-11-10T08:47:19
1017,warehouse_id_50,sku_63,178,46,2020-02-26T18:47:26
1018,warehouse_id_78,sku_155,105,87,2020-06-14T16:16:50
1019,warehouse_id_52,sku_190,137,84,2020-09-10T09:19:11
1020,warehouse_id_12,sku_175,169,76,2020-03-22T09:14:04
1021,warehouse_id_76,sku_26,114,90,2020-01-21T03:49:39
1022,warehouse_id_63,sku_54,68,82,2020-04-08T21:02:47
1023,warehouse_id_14,sku_155,76,84,2020-03-05T17:04:15
1024,warehouse_id_10,sku_110,101,96,2020-02-09T21:56:08
1025,warehouse_id_7,sku_26,107,66,2020-10-12T09:33:39
1026,warehouse_id_19,sku_108,121,74,2020-05-17T21:17:55
1027,warehouse_id_52,sku_143,173,75,2020-01-15T21:21:42
1028,warehouse_id_3,sku_101,142,105,2020-01-28T14:06:31
1029,warehouse_id_60,sku_165,120,82,2020-03-12T06:37:35
1030,warehouse_id_38,sku_108,123,95,2020-11-03T03:46:02
1031,warehouse_id_12,sku_138,129,80,2020-12-12T17:09:08
1032,warehouse_id_14,sku_3,112,66,2020-02-24T23:40:37
1033,warehouse_id_11,sku_132,96,84,2020-08-27T04:00:12
1034,warehouse_id_30,sku_17,126,85,2020-06-11T09:01:05
1035,warehouse_id_58,sku_61,118,77,2020-04-23T08:01:11
1036,warehouse_id_6,sku_87,127,69,2020-07-03T01:29:17
1037,warehouse_id_68,sku_13,144,84,2020-08-29T02:27:35
1038,warehouse_id_68,sku_48,83,78,2020-04-28T04:13:51
1039,warehouse_id_10,sku_146,83,88,2020-03-07T07:17:18
1040,warehouse_id_79,sku_159,119,105,2020-10-13T01:21:19
1041,warehouse_id_68,sku_99,127,61,2020-11-30T15:07:01
1042,warehouse_id_80,sku_46,145,50,2020-10-30T21:37:01
1043,warehouse_id_71,sku_173,109,95,2020-08-26T12:37:46
1044,warehouse_id_51,sku_127,93,61,2020-09-15T21:15:38
1045,warehouse_id_8,sku_129,131,74,2020-02-08T02:59:34
1046,warehouse_id_7,sku_178,103,59,2020-03-24T21:10:56
1047,warehouse_id_68,sku_194,129,66,2020-06-15T16:19:00
1048,warehouse_id_11,sku_87,117,81,2020-06-14T16:49:45
1049,warehouse_id_14,sku_132,120,84,2020-10-01T18:34:34
1050,warehouse_id_43,sku_109,155,60,2020-04-07T05:09:14
1051,warehouse_id_62,sku_25,103,109,2020-04-27T16:43:23
1052,warehouse_id_40,sku_135,64,67,2020-11-18T20:49:07
1053,warehouse_id_19,sku_192,155,63,2020-02-07T13:19:49
1054,warehouse_id_71,sku_121,192,97,2020-03-12T12:01:47
1055,warehouse_id_16,sku_115,150,78,2020-10-13T07:18:29
1056,warehouse_id_11,sku_143,120,56,2020-04-10T06:25:25
1057,warehouse_id_62,sku_28,137,94,2020-04-12T06:10:57
1058,warehouse_id_46,sku_173,130,78,2020-10-15T12:33:36
1059,warehouse_id_25,sku_134,64,62,2020-12-10T06:42:53
1060,warehouse_id_3,sku_196,123,84,2020-09-14T22:57:45
1061,warehouse_id_63,sku_116,135,89,2020-04-05T11:35:20
1062,warehouse_id_22,sku_166,121,76,2020-03-03T00:15:48
1063,warehouse_id_29,sku_131,201,85,2020-11-20T00:25:04
1064,warehouse_id_46,sku_163,123,77,2020-01-23T02:29:51
1065,warehouse_id_50,sku_34,101,87,2020-10-20T06:24:20
1066,warehouse_id_47,sku_5,163,103,2020-07-17T12:48:12
1067,warehouse_id_39,sku_170,123,112,2020-11-22T17:22:32
1068,warehouse_id_21,sku_90,153,82,2020-08-08T23:29:37
1069,warehouse_id_17,sku_116,162,104,2020-11-14T07:27:54
1070,warehouse_id_80,sku_196,133,96,2020-01-19T13:00:09
1071,warehouse_id_45,sku_174,116,75,2020-01-08T12:56:27
1072,warehouse_id_63,sku_100,122,79,2020-10-08T22:39:20
1073,warehouse_id_64,sku_172,138,94,2020-03-22T10:27:43
1074,warehouse_id_46,sku_196,96,77,2020-08-19T00:42:53
1075,warehouse_id_5,sku_125,155,65,2020-04-09T00:35:13
1076,warehouse_id_36,sku_75,114,74,2020-04-12T14:56:18
1077,warehouse_id_71,sku_40,178,92,2020-10-22T04:42:03
1078,warehouse_id_29,sku_138,127,65,2020-08-14T05:38:18
1079,warehouse_id_34,sku_103,109,90,2020-05-23T09:45:20
1080,warehouse_id_68,sku_89,103,106,2020-01-28T05:28:14
1081,warehouse_id_16,sku_60,124,96,2020-12-30T13:53:50
1082,warehouse_id_56,sku_93,103,88,2020-11-14T15:07:12
1083,warehouse_id_10,sku_67,103,56,2020-04-12T16:34:55
1084,warehouse_id_40,sku_118,129,106,2020-11-21T11:49:38
1085,warehouse_id_58,sku_39,70,81,2020-12-28T15:51:56
1086,warehouse_id_17,sku_88,164,75,2020-02-25T23:50:45
1087,warehouse_id_27,sku_128,110,86,2020-12-01T07:05:13
1088,warehouse_id_72,sku_138,112,71,2020-02-12T15:03:24
1089,warehouse_id_63,sku_5,115,79,2020-09-15T15:25:04
1090,warehouse_id_69,sku_59,149,73,2020-01-29T07:44:45
1091,warehouse_id_68,sku_63,108,92,2020-05-14T17:08:37
1092,warehouse_id_75,sku_125,104,59,2020-11-17T04:17:37
1093,warehouse_id_65,sku_61,105,79,2020-06-29T18:52:38
1094,warehouse_id_34,sku_14,128,72,2020-12-01T11:06:45
1095,warehouse_id_55,sku_169,89,96,2020-03-29T22:50:39
1096,warehouse_id_14,sku_30,98,81,2020-06-16T00:52:21
1097,warehouse_id_36,sku_10,102,105,2020-07-10T13:24:16
1098,warehouse_id_36,sku_150,100,79,2020-08-06T04:14:42
1099,warehouse_id_36,sku_7,88,92,2020-08-21T02:06:42
1100,warehouse_id_9,sku_156,78,66,2020-08-04T09:18:42
1101,warehouse_id_38,sku_3,107,78,2020-12-26T04:24:28
1102,warehouse_id_55,sku_167,202,70,2020-08-17T08:29:46
1103,warehouse_id_61,sku_21,100,105,2020-11-22T02:43:00
1104,warehouse_id_34,sku_139,106,84,2020-02-14T14:03:34
1105,warehouse_id_59,sku_40,161,91,2020-01-04T10:30:31
1106,warehouse_id_73,sku_105,91,69,2020-11-16T13:04:19
1107,warehouse_id_55,sku_23,130,100,2020-10-13T13:07:51
1108,warehouse_id_2,sku_36,126,96,2020-03-27T17:21:13
1109,warehouse_id_32,sku_63,141,96,2020-02-24T10:10:54
1110,warehouse_id_23,sku_157,81,80,2020-07-04T05:45:40
1111,warehouse_id_26,sku_131,125,76,2020-06-14T02:48:15
1112,warehouse_id_60,sku_157,178,78,2020-10-26T22:14:02
1113,warehouse_id_53,sku_29,178,88,2020-03-18T10:34:09
1114,warehouse_id_37,sku_93,123,73,2020-05-09T02:43:02
1115,warehouse_id_80,sku_123,125,69,2020-05-30T08:40:26
1116,warehouse_id_25,sku_112,79,86,2020-04-26T07:44:21
1117,warehouse_id_12,sku_138,104,54,2020-05-24T11:14:33
1118,warehouse_id_55,sku_110,174,63,2020-09-28T17:25:52
1119,warehouse_id_8,sku_25,145,76,2020-02-25T09:20:56
1120,warehouse_id_14,sku_28,109,73,2020-01-23T03:23:44
1121,warehouse_id_5,sku_70,95,75,2020-02-23T01:13:31
1122,warehouse_id_69,sku_50,119,80,2020-09-21T17:06:42
1123,warehouse_id_51,sku_153,122,78,2020-04-17T12:23:00
1124,warehouse_id_10,sku_174,54,70,2020-10-19T08:58:10
1125,warehouse_id_33,sku_178,146,99,2020-09-16T23:08:53
1126,warehouse_id_75,sku_83,192,98,2020-03-27T15:15:10
1127,warehouse_id_50,sku_59,181,85,2020-10-04T04:36:33
1128,warehouse_id_71,sku_125,114,91,2020-05-30T16:27:23
1129,warehouse_id_2,sku_40,90,101,2020-12-05T17:30:37
1130,warehouse_id_39,sku_84,175,87,2020-11-13T16:56:13
1131,warehouse_id_26,sku_34,124,78,2020-04-10T07:05:27
1132,warehouse_id_79,sku_6,170,81,2020-08-09T19:21:53
1133,warehouse_id_30,sku_130,132,90,2020-10-09T15:06:42
1134,warehouse_id_49,sku_7,169,59,2020-03-17T09:48:13
1135,warehouse_id_20,sku_100,86,116,2020-11-04T08:43:03
1136,warehouse_id_43,sku_78,116,91,2020-05-18T02:19:35
1137,warehouse_id_39,sku_49,133,98,2020-05-26T03:17:13
1138,warehouse_id_26,sku_63,87,88,2020-08-06T01:46:30
1139,warehouse_id_70,sku_166,162,72,2020-03-19T09:52:03
1140,warehouse_id_46,sku_85,142,90,2020-01-01T05:12:54
1141,warehouse_id_63,sku_180,104,73,2020-07-22T04:23:25
1142,warehouse_id_52,sku_12,104,57,2020-02-09T01:06:06
1143,warehouse_id_58,sku_111,106,83,2020-05-13T15:25:47
1144,warehouse_id_77,sku_135,137,57,2020-11-12T10:59:48
1145,warehouse_id_57,sku_135,125,109,2020-02-12T19:02:56
1146,warehouse_id_70,sku_81,131,61,2020-12-27T17:03:38
1147,warehouse_id_32,sku_107,69,49,2020-09-01T05:35:42
1148,warehouse_id_26,sku_106,124,103,2020-10-20T10:28:55
1149,warehouse_id_30,sku_189,99,69,2020-12-03T22:20:29
1150,warehouse_id_75,sku_130,105,93,2020-12-25T16:33:14
1151,warehouse_id_46,sku_55,122,99,2020-10-29T02:30:28
1152,warehouse_id_2,sku_84,166,52,2020-11-08T15:18:02
1153,warehouse_id_67,sku_103,102,112,2020-10-24T18:08:18
1154,warehouse_id_64,sku_121,108,79,2020-11-19T06:47:55
1155,warehouse_id_21,sku_159,108,92,2020-10-05T14:16:40
1156,warehouse_id_14,sku_187,115,101,2020-07-20T09:22:28
1157,warehouse_id_1,sku_38,99,77,2020-10-08T02:56:03
1158,warehouse_id_65,sku_88,117,95,2020-04-04T02:28:24
1159,warehouse_id_51,sku_129,166,63,2020-05-09T09:05:02
1160,warehouse_id_28,sku_144,141,62,2020-08-23T15:13:55
1161,warehouse_id_43,sku_63,192,77,2020-04-30T17:23:39
1162,warehouse_id_77,sku_48,86,53,2020-03-01T10:33:50
1163,warehouse_id_15,sku_73,100,83,2020-09-06T01:04:33
1164,warehouse_id_8,sku_67,113,83,2020-12-04T19:51:25
1165,warehouse_id_45,sku_5,122,97,2020-06-25T12:56:40
1166,warehouse_id_31,sku_35,95,123,2020-06-13T08:45:57
1167,warehouse_id_59,sku_178,191,102,2020-08-06T18:58:45
1168,warehouse_id_18,sku_4,115,68,2020-01-27T18:48:01
1169,warehouse_id_34,sku_78,106,97,2020-08-21T02:35:46
1170,warehouse_id_57,sku_75,110,88,2020-12-03T10:36:35
1171,warehouse_id_30,sku_38,121,80,2020-08-17T06:51:32
1172,warehouse_id_41,sku_134,146,63,2020-09-13T21:32:40
1173,warehouse_id_22,sku_72,120,62,2020-05-07T20:22:48
1174,warehouse_id_50,sku_119,141,96,2020-04-03T23:15:06
1175,warehouse_id_6,sku_197,87,95,2020-03-25T08:38:26
1176,warehouse_id_53,sku_80,106,48,2020-05-15T07:06:26
1177,warehouse_id_33,sku_152,141,84,2020-10-13T21:32:45
1178,warehouse_id_42,sku_191,175,66,2020-02-14T17:29:10
1179,warehouse_id_73,sku_31,167,63,2020-05-20T17:54:21
1180,warehouse_id_41,sku_85,114,81,2020-09-04T13:09:34
1181,warehouse_id_63,sku_137,118,51,2020-06-03T16:43:38
1182,warehouse_id_69,sku_155,126,69,2020-06-28T14:38:23
1183,warehouse_id_3,sku_19,115,108,2020-05-24T17:38:11
1184,warehouse_id_80,sku_95,116,92,2020-03-09T03:12:15
1185,warehouse_id_34,sku_54,134,78,2020-07-18T22:58:21
1186,warehouse_id_11,sku_68,90,89,2020-02-15T11:48:44
1187,warehouse_id_3,sku_140,123,72,2020-08-16T05:59:41
1188,warehouse_id_14,sku_133,99,107,2020-10-11T09:13:29
1189,warehouse_id_68,sku_178,164,98,2020-09-24T19:07:34
1190,warehouse_id_20,sku_194,98,56,2020-06-11T00:18:46
1191,warehouse_id_29,sku_170,121,72,2020-09-28T00:46:38
1192,warehouse_id_72,sku_139,151,85,2020-05-25T18:54:48
1193,warehouse_id_54,sku_189,68,76,2020-07-14T00:55:33
1194,warehouse_id_69,sku_177,110,42,2020-04-20T12:06:05
1195,warehouse_id_44,sku_113,97,94,2020-05-05T22:19:18
1196,warehouse_id_23,sku_112,123,70,2020-09-28T03:53:59
1197,warehouse_id_38,sku_87,93,83,2020-08-03T09:49:03
1198,warehouse_id_36,sku_147,56,88,2020-08-16T09:40:47
1199,warehouse_id_6,sku_56,112,63,2020-04-09T23:46:43
1200,warehouse_id_51,sku_153,106,80,2020-12-24T17:52:26
1201,warehouse_id_24,sku_104,113,83,2020-01-01T19:47:03
1202,warehouse_id_66,sku_129,102,73,2020-06-08T15:38:42
1203,warehouse_id_50,sku_123,157,80,2020-01-13T02:34:58
1204,warehouse_id_7,sku_141,108,91,2020-07-10T11:24:57
1205,warehouse_id_32,sku_101,152,87,2020-12-14T19:05:53
1206,warehouse_id_70,sku_114,152,96,2020-08-02T04:02:56
1207,warehouse_id_21,sku_159,114,76,2020-04-16T17:52:05
1208,warehouse_id_12,sku_50,137,70,2020-03-07T19:06:42
1209,warehouse_id_19,sku_15,136,80,2020-02-12T14:54:22
1210,warehouse_id_46,sku_162,110,67,2020-10-01T19:55:59
1211,warehouse_id_69,sku_22,102,85,2020-12-03T08:37:17
1212,warehouse_id_37,sku_186,102,81,2020-05-26T01:57:38
1213,warehouse_id_63,sku_98,105,78,2020-09-16T23:17:57
1214,warehouse_id_80,sku_160,122,46,2020-11-17T06:37:45
1215,warehouse_id_63,sku_48,131,104,2020-05-09T15:47:44
1216,warehouse_id_66,sku_182,128,62,2020-10-19T14:05:19
1217,warehouse_id_64,sku_31,114,57,2020-05-16T18:25:48
1218,warehouse_id_73,sku_197,118,110,2020-02-17T21:47:15
1219,warehouse_id_62,sku_6,145,66,2020-09-30T05:50:55
1220,warehouse_id_27,sku_12,109,86,2020-03-02T10:29:26
1221,warehouse_id_26,sku_64,66,47,2020-10-07T09:23:20
1222,warehouse_id_14,sku_178,114,85,2020-08-20T18:33:00
1223,warehouse_id_61,sku_148,98,91,2020-11-05T12:11:39
1224,warehouse_id_56,sku_4,158,72,2020-12-18T16:31:16
1225,warehouse_id_40,sku_117,126,60,2020-12-01T02:01:03
1226,warehouse_id_33,sku_158,102,69,2020-01-01T00:52:47
1227,warehouse_id_77,sku_52,124,82,2020-10-13T14:30:34
1228,warehouse_id_73,sku_57,110,71,2020-05-02T23:58:32
1229,warehouse_id_18,sku_14,137,71,2020-06-04T19:36:04
1230,warehouse_id_75,sku_154,135,79,2020-04-24T11:02:41
1231,warehouse_id_18,sku_26,119,69,2020-05-18T10:39:21
1232,warehouse_id_62,sku_135,177,104,2020-02-19T14:50:36
1233,warehouse_id_35,sku_173,120,99,2020-06-12T09:54:38
1234,warehouse_id_74,sku_81,142,97,2020-05-26T18:02:08
1235,warehouse_id_77,sku_95,130,88,2020-05-02T04:27:45
1236,warehouse_id_1,sku_186,105,83,2020-09-18T11:19:37
1237,warehouse_id_60,sku_5,139,50,2020-06-07T05:54:15
1238,warehouse_id_79,sku_148,90,96,2020-04-23T13:25:13
1239,warehouse_id_62,sku_185,67,75,2020-06-02T15:09:16
