po_number,supplier_id,warehouse_id,order_ts,status
po_number_750,2081,warehouse_id_58,2020-02-08T13:27:35,draft
po_number_751,2111,warehouse_id_55,2020-10-01T01:06:37,received
po_number_752,2036,warehouse_id_57,2020-02-21T02:59:04,closed
po_number_753,2025,warehouse_id_28,2020-07-15T07:30:27,draft
po_number_754,2119,warehouse_id_53,2020-09-23T06:09:07,in_transit
po_number_755,2095,warehouse_id_52,2020-12-17T06:38:16,draft
po_number_756,2030,warehouse_id_7,2020-01-25T17:23:27,received
po_number_757,2052,warehouse_id_61,2020-08-10T06:52:45,closed
po_number_758,2033,warehouse_id_13,2020-01-01T07:27:34,closed
po_number_759,2057,warehouse_id_53,2020-10-12T19:18:03,draft
po_number_760,2081,warehouse_id_51,2020-06-14T06:17:04,approved
po_number_761,2004,warehouse_id_68,2020-08-14T08:50:01,closed
po_number_762,2086,warehouse_id_25,2020-04-07T03:08:21,draft
po_number_763,2115,warehouse_id_9,2020-02-10T14:59:54,closed
po_number_764,2064,warehouse_id_35,2020-07-09T01:05:51,draft
po_number_765,2079,warehouse_id_69,2020-07-08T18:13:53,in_transit
po_number_766,2084,warehouse_id_26,2020-11-04T08:54:54,closed
po_number_767,2114,warehouse_id_12,2020-01-17T12:14:20,closed
po_number_768,2008,warehouse_id_3,2020-01-15T00:04:32,received
po_number_769,2004,warehouse_id_20,2020-09-29T09:27:46,received
po_number_770,2052,warehouse_id_36,2020-05-26T11:30:11,received
po_number_771,2104,warehouse_id_8,2020-02-02T02:30:23,closed
po_number_772,2045,warehouse_id_44,2020-01-13T17:26:21,draft
po_number_773,2037,warehouse_id_1,2020-02-27T13:13:04,draft
po_number_774,2038,warehouse_id_59,2020-05-10T08:06:06,approved
po_number_775,2113,warehouse_id_21,2020-09-13T06:36:36,in_transit
po_number_776,2025,warehouse_id_77,2020-01-14T11:03:36,approved
po_number_777,2047,warehouse_id_1,2020-03-31T22:18:14,received
po_number_778,2112,warehouse_id_44,2020-05-15T22:39:15,in_transit
po_number_779,2109,warehouse_id_8,2020-01-16T11:34:10,approved
po_number_780,2054,warehouse_id_75,2020-05-15T15:43:45,draft
po_number_781,2106,warehouse_id_5,2020-03-22T09:29:11,approved
po_number_782,2104,warehouse_id_49,2020-10-03T23:18:41,approved
po_number_783,2004,warehouse_id_1,2020-04-02T02:55:47,approved
po_number_784,2002,warehouse_id_34,2020-11-12T03:03:58,received
po_number_785,2010,warehouse_id_74,2020-07-09T17:53:15,in_transit
po_number_786,2008,warehouse_id_65,2020-07-02T18:46:29,approved
po_number_787,2109,warehouse_id_38,2020-09-19T16:24:52,received
po_number_788,2054,warehouse_id_65,2020-09-15T22:59:54,in_transit
po_number_789,2042,warehouse_id_65,2020-08-24T21:30:11,draft
po_number_790,2116,warehouse_id_79,2020-11-29T23:16:42,in_transit
po_number_791,2062,warehouse_id_48,2020-03-08T01:24:22,in_transit
po_number_792,2079,warehouse_id_29,2020-12-16T15:26:10,closed
po_number_793,2078,warehouse_id_68,2020-06-15T02:35:24,draft
po_number_794,2040,warehouse_id_20,2020-01-29T14:52:25,closed
po_number_795,2064,warehouse_id_50,2020-10-26T15:13:24,in_transit
po_number_796,2112,warehouse_id_75,2020-04-02T12:37:47,received
po_number_797,2092,warehouse_id_37,2020-02-01T14:37:17,received
po_number_798,2045,warehouse_id_7,2020-04-28T10:05:13,approved
po_number_799,2016,warehouse_id_36,2020-06-15T00:59:05,approved
po_number_800,2078,warehouse_id_54,2020-07-17T11:08:17,closed
po_number_801,2096,warehouse_id_73,2020-11-23T01:46:48,approved
po_number_802,2003,warehouse_id_31,2020-07-01T13:28:37,closed
po_number_803,2067,warehouse_id_21,2020-04-23T21:34:39,closed
po_number_804,2049,warehouse_id_57,2020-01-16T13:16:08,received
po_number_805,2032,warehouse_id_57,2020-04-01T00:40:20,approved
po_number_806,2059,warehouse_id_80,2020-08-14T11:08:03,draft
po_number_807,2018,warehouse_id_48,2020-05-13T01:56:22,closed
po_number_808,2070,warehouse_id_13,2020-07-11T08:56:54,in_transit
po_number_809,2119,warehouse_id_75,2020-08-13T07:51:56,closed
po_number_810,2023,warehouse_id_10,2020-03-17T19:52:52,received
po_number_811,2105,warehouse_id_55,2020-06-26T13:04:27,closed
po_number_812,2006,warehouse_id_8,2020-08-19T10:43:22,draft
po_number_813,2009,warehouse_id_51,2020-02-05T04:50:33,draft
po_number_814,2084,warehouse_id_19,2020-09-03T02:45:51,received
po_number_815,2109,warehouse_id_53,2020-11-03T06:21:11,closed
po_number_816,2015,warehouse_id_69,2020-07-16T01:00:47,received
po_number_817,2043,warehouse_id_30,2020-06-05T00:02:27,in_transit
po_number_818,2038,warehouse_id_69,2020-12-09T01:24:03,in_transit
po_number_819,2086,warehouse_id_27,2020-10-08T23:35:41,draft
po_number_820,2001,warehouse_id_19,2020-10-18T22:50:30,draft
po_number_821,2064,warehouse_id_32,2020-04-14T13:17:36,received
po_number_822,2074,warehouse_id_18,2020-10-30T11:59:13,in_transit
po_number_823,2119,warehouse_id_46,2020-02-07T10:14:22,closed
po_number_824,2112,warehouse_id_21,2020-01-15T02:03:34,received
po_number_825,2026,warehouse_id_12,2020-03-07T18:05:37,draft
po_number_826,2010,warehouse_id_25,2020-08-30T04:22:41,approved
po_number_827,2049,warehouse_id_75,2020-11-26T10:14:03,draft
po_number_828,2073,warehouse_id_77,2020-11-21T08:31:02,received
po_number_829,2047,warehouse_id_53,2020-03-31T20:32:40,draft
po_number_830,2098,warehouse_id_29,2020-02-13T19:08:17,draft
po_number_831,2107,warehouse_id_61,2020-10-22T05:34:24,approved
po_number_832,2035,warehouse_id_24,2020-04-29T10:26:43,closed
po_number_833,2088,warehouse_id_22,2020-11-01T05:57:35,received
po_number_834,2014,warehouse_id_39,2020-07-27T06:40:29,approved
po_number_835,2024,warehouse_id_20,2020-05-30T14:21:15,approved
po_number_836,2027,warehouse_id_33,2020-10-29T08:51:30,closed
po_number_837,2058,warehouse_id_67,2020-09-06T20:56:58,received
po_number_838,2099,warehouse_id_76,2020-11-13T02:23:50,received
po_number_839,2019,warehouse_id_35,2020-06-03T09:43:17,approved
po_number_840,2053,warehouse_id_75,2020-01-15T12:05:05,in_transit
po_number_841,2017,warehouse_id_1,2020-01-09T10:17:07,draft
po_number_842,2050,warehouse_id_64,2020-03-08T16:10:17,approved
po_number_843,2094,warehouse_id_79,2020-10-15T04:50:17,in_transit
po_number_844,2032,warehouse_id_27,2020-07-22T22:42:30,closed
po_number_845,2087,warehouse_id_9,2020-04-02T16:41:29,in_transit
po_number_846,2043,warehouse_id_68,2020-05-28T02:56:37,draft
po_number_847,2022,warehouse_id_7,2020-01-16T00:24:36,approved
po_number_848,2045,warehouse_id_77,2020-01-13T22:07:48,approved
po_number_849,2023,warehouse_id_62,2020-04-26T02:20:56,received
po_number_850,2100,warehouse_id_17,2020-11-02T00:52:00,closed
po_number_851,2075,warehouse_id_11,2020-11-21T11:15:10,closed
po_number_852,2001,warehouse_id_17,2020-05-09T04:29:37,received
po_number_853,2078,warehouse_id_42,2020-03-08T13:14:14,draft
po_number_854,2029,warehouse_id_3,2020-03-19T19:00:24,draft
po_number_855,2056,warehouse_id_52,2020-02-13T09:45:05,draft
po_number_856,2101,warehouse_id_14,2020-01-30T01:49:49,closed
po_number_857,2027,warehouse_id_74,2020-02-09T05:16:19,closed
po_number_858,2056,warehouse_id_70,2020-10-14T13:27:37,draft
po_number_859,2076,warehouse_id_40,2020-10-19T18:49:07,closed
po_number_860,2002,warehouse_id_76,2020-05-07T14:19:01,draft
po_number_861,2008,warehouse_id_41,2020-04-12T13:59:36,in_transit
po_number_862,2064,warehouse_id_27,2020-04-06T20:22:25,closed
po_number_863,2025,warehouse_id_59,2020-05-25T21:28:05,received
po_number_864,2021,warehouse_id_60,2020-12-06T08:33:40,approved
po_number_865,2084,warehouse_id_14,2020-09-27T20:46:22,closed
po_number_866,2110,warehouse_id_37,2020-03-05T15:30:29,received
po_number_867,2021,warehouse_id_51,2020-07-15T19:57:35,closed
po_number_868,2093,warehouse_id_58,2020-12-29T16:07:53,closed
po_number_869,2116,warehouse_id_76,2020-05-05T06:07:19,closed
po_number_870,2007,warehouse_id_77,2020-06-23T18:45:28,closed
po_number_871,2051,warehouse_id_55,2020-07-01T22:24:15,in_transit
po_number_872,2090,warehouse_id_70,2020-07-30T19:17:13,draft
po_number_873,2080,warehouse_id_63,2020-08-13T12:13:15,in_transit
po_number_874,2091,warehouse_id_53,2020-01-17T09:49:15,closed
po_number_875,2041,warehouse_id_7,2020-07-10T14:14:53,in_transit
po_number_876,2022,warehouse_id_23,2020-09-14T00:35:40,in_transit
po_number_877,2053,warehouse_id_53,2020-03-25T15:06:42,received
po_number_878,2074,warehouse_id_42,2020-04-10T17:25:27,approved
po_number_879,2015,warehouse_id_66,2020-09-15T16:17:02,closed
po_number_880,2119,warehouse_id_44,2020-06-10T09:09:01,received
po_number_881,2026,warehouse_id_46,2020-05-16T16:08:27,received
po_number_882,2005,warehouse_id_13,2020-11-03T05:54:03,draft
po_number_883,2006,warehouse_id_6,2020-02-16T20:56:56,in_transit
po_number_884,2023,warehouse_id_73,2020-02-15T09:39:37,draft
po_number_885,2113,warehouse_id_78,2020-03-15T07:48:24,in_transit
po_number_886,2097,warehouse_id_70,2020-04-09T15:17:06,received
po_number_887,2012,warehouse_id_26,2020-03-19T02:09:02,in_transit
po_number_888,2108,warehouse_id_69,2020-04-18T10:04:10,in_transit
po_number_889,2009,warehouse_id_2,2020-09-29T15:01:52,received
po_number_890,2059,warehouse_id_31,2020-01-08T19:51:16,approved
po_number_891,2043,warehouse_id_7,2020-06-13T23:30:37,in_transit
po_number_892,2090,warehouse_id_80,2020-08-20T23:55:21,received
po_number_893,2078,warehouse_id_15,2020-05-08T10:33:30,received
po_number_894,2115,warehouse_id_18,2020-10-09T21:01:33,closed
po_number_895,2101,warehouse_id_74,2020-07-28T21:18:16,received
po_number_896,2014,warehouse_id_60,2020-02-08T12:09:24,approved
po_number_897,2052,warehouse_id_28,2020-10-19T06:26:49,approved
po_number_898,2021,warehouse_id_30,2020-06-22T15:33:19,in_transit
po_number_899,2007,warehouse_id_33,2020-06-14T19:33:19,draft
po_number_900,2027,warehouse_id_51,2020-04-24T07:24:51,closed
po_number_901,2015,warehouse_id_41,2020-07-30T22:15:55,approved
po_number_902,2105,warehouse_id_49,2020-04-06T17:56:22,draft
po_number_903,2109,warehouse_id_43,2020-12-16T16:11:26,received
po_number_904,2054,warehouse_id_59,2020-08-07T06:04:25,draft
po_number_905,2003,warehouse_id_11,2020-07-01T05:47:07,received
po_number_906,2081,warehouse_id_63,2020-09-07T21:37:19,draft
po_number_907,2087,warehouse_id_30,2020-07-27T09:23:27,closed
po_number_908,2077,warehouse_id_22,2020-09-13T06:28:06,closed
po_number_909,2048,warehouse_id_27,2020-07-05T17:27:56,received
po_number_910,2033,warehouse_id_64,2020-12-05T19:21:33,in_transit
po_number_911,2048,warehouse_id_79,2020-07-09T01:01:41,received
po_number_912,2042,warehouse_id_50,2020-05-29T06:05:25,in_transit
po_number_913,2004,warehouse_id_29,2020-01-26T07:44:29,approved
po_number_914,2109,warehouse_id_49,2020-04-13T22:51:53,in_transit
po_number_915,2093,warehouse_id_63,2020-05-09T15:11:07,closed
po_number_916,2036,warehouse_id_69,2020-07-20T04:38:17,closed
po_number_917,2083,warehouse_id_42,2020-10-24T01:02:19,in_transit
po_number_918,2083,warehouse_id_80,2020-08-01T05:44:10,approved
po_number_919,2020,warehouse_id_48,2020-11-26T01:14:01,closed
po_number_920,2019,warehouse_id_35,2020-04-28T06:14:12,draft
po_number_921,2093,warehouse_id_56,2020-03-08T13:48:11,in_transit
po_number_922,2073,warehouse_id_73,2020-02-01T16:30:17,approved
po_number_923,2018,warehouse_id_47,2020-10-25T03:03:19,closed
po_number_924,2079,warehouse_id_68,2020-10-17T09:41:11,closed
po_number_925,2075,warehouse_id_69,2020-09-20T08:21:12,approved
po_number_926,2033,warehouse_id_60,2020-08-16T13:56:11,approved
po_number_927,2101,warehouse_id_74,2020-07-22T16:32:29,in_transit
po_number_928,2078,warehouse_id_69,2020-01-25T09:14:26,draft
po_number_929,2104,warehouse_id_68,2020-10-10T02:28:10,approved
po_number_930,2101,warehouse_id_80,2020-06-18T21:22:47,received
po_number_931,2111,warehouse_id_69,2020-07-22T13:16:33,closed
po_number_932,2005,warehouse_id_44,2020-05-27T20:37:49,in_transit
po_number_933,2086,warehouse_id_20,2020-12-16T04:28:19,approved
po_number_934,2020,warehouse_id_16,2020-12-01T21:02:23,in_transit
po_number_935,2034,warehouse_id_14,2020-03-10T12:57:22,in_transit
po_number_936,2052,warehouse_id_55,2020-01-03T09:20:24,approved
po_number_937,2038,warehouse_id_42,2020-05-08T18:51:49,approved
po_number_938,2095,warehouse_id_55,2020-09-06T20:33:15,closed
po_number_939,2014,warehouse_id_1,2020-02-07T06:38:45,closed
po_number_940,2038,warehouse_id_17,2020-12-03T13:41:53,draft
po_number_941,2097,warehouse_id_66,2020-05-27T15:37:11,closed
po_number_942,2036,warehouse_id_17,2020-06-26T05:08:16,draft
po_number_943,2065,warehouse_id_51,2020-06-28T04:50:48,in_transit
po_number_944,2025,warehouse_id_22,2020-01-11T00:11:46,approved
po_number_945,2060,warehouse_id_26,2020-05-07T14:58:55,in_transit
po_number_946,2103,warehouse_id_50,2020-04-12T21:02:14,received
po_number_947,2086,warehouse_id_56,2020-06-16T20:01:17,closed
po_number_948,2000,warehouse_id_7,2020-11-20T03:40:05,draft
po_number_949,2026,warehouse_id_39,2020-05-16T06:12:52,in_transit
po_number_950,2076,warehouse_id_56,2020-11-19T23:04:46,received
po_number_951,2088,warehouse_id_80,2020-09-28T09:27:20,approved
po_number_952,2076,warehouse_id_12,2020-01-12T05:32:46,closed
po_number_953,2007,warehouse_id_24,2020-10-31T12:42:01,in_transit
po_number_954,2034,warehouse_id_57,2020-11-10T18:19:41,closed
po_number_955,2084,warehouse_id_77,2020-08-29T20:39:24,received
po_number_956,2052,warehouse_id_77,2020-01-12T19:06:55,received
po_number_957,2059,warehouse_id_29,2020-07-01T06:41:33,closed
po_number_958,2009,warehouse_id_7,2020-10-03T23:53:40,draft
po_number_959,2018,warehouse_id_9,2020-06-03T20:34:47,in_transit
po_number_960,2055,warehouse_id_36,2020-10-11T12:31:32,draft
po_number_961,2008,warehouse_id_74,2020-05-16T16:59:53,in_transit
po_number_962,2050,warehouse_id_47,2020-01-16T11:58:16,in_transit
po_number_963,2029,warehouse_id_47,2020-02-10T15:46:33,approved
po_number_964,2033,warehouse_id_65,2020-02-15T11:13:58,closed
po_number_965,2006,warehouse_id_4,2020-02-26T21:11:29,approved
po_number_966,2032,warehouse_id_54,2020-03-30T17:33:24,draft
po_number_967,2031,warehouse_id_13,2020-02-14T19:50:31,approved
po_number_968,2077,warehouse_id_65,2020-11-03T07:21:47,approved
po_number_969,2097,warehouse_id_18,2020-02-11T07:43:55,in_transit
po_number_970,2086,warehouse_id_14,2020-01-22T19:56:58,in_transit
po_number_971,2032,warehouse_id_9,2020-01-20T09:04:51,closed
po_number_972,2105,warehouse_id_10,2020-12-22T09:36:15,received
po_number_973,2004,warehouse_id_47,2020-04-10T17:23:27,closed
po_number_974,2030,warehouse_id_64,2020-04-14T01:09:26,received
po_number_975,2014,warehouse_id_33,2020-03-17T13:54:33,draft
po_number_976,2028,warehouse_id_6,2020-03-24T07:24:55,closed
po_number_977,2088,warehouse_id_43,2020-03-13T16:22:32,received
po_number_978,2054,warehouse_id_74,2020-03-08T22:59:50,draft
po_number_979,2094,warehouse_id_71,2020-06-20T06:45:25,approved
po_number_980,2060,warehouse_id_30,2020-02-06T14:05:01,in_transit
po_number_981,2117,warehouse_id_75,2020-11-08T08:04:07,draft
po_number_982,2056,warehouse_id_52,2020-11-18T08:16:48,approved
po_number_983,2111,warehouse_id_9,2020-10-28T07:39:48,received
po_number_984,2117,warehouse_id_3,2020-07-20T15:04:15,received
po_number_985,2003,warehouse_id_45,2020-04-26T15:22:29,closed
po_number_986,2071,warehouse_id_38,2020-02-02T01:13:10,received
po_number_987,2060,warehouse_id_45,2020-04-13T06:52:05,draft
po_number_988,2064,warehouse_id_23,2020-04-03T04:16:57,approved
po_number_989,2035,warehouse_id_67,2020-09-28T20:41:30,closed
po_number_990,2089,warehouse_id_40,2020-10-26T09:44:33,received
po_number_991,2069,warehouse_id_77,2020-01-22T05:13:06,in_transit
po_number_992,2117,warehouse_id_43,2020-08-02T04:35:39,draft
po_number_993,2097,warehouse_id_12,2020-09-30T10:12:54,closed
po_number_994,2113,warehouse_id_70,2020-12-19T07:26:08,in_transit
po_number_995,2040,warehouse_id_70,2020-01-13T15:43:07,received
po_number_996,2112,warehouse_id_54,2020-10-22T03:36:28,closed
po_number_997,2082,warehouse_id_77,2020-05-18T13:44:48,received
po_number_998,2033,warehouse_id_29,2020-08-07T17:44:07,closed
po_number_999,2011,warehouse_id_4,2020-06-30T16:44:08,in_transit
po_number_1000,2060,warehouse_id_59,2020-10-17T17:14:02,in_transit
po_number_1001,2095,warehouse_id_77,2020-01-11T21:44:47,approved
po_number_1002,2041,warehouse_id_18,2020-11-07T20:17:29,closed
po_number_1003,2118,warehouse_id_59,2020-04-06T00:50:24,received
po_number_1004,2094,warehouse_id_20,2020-03-06T23:18:50,approved
po_number_1005,2033,warehouse_id_21,2020-03-01T05:58:49,received
po_number_1006,2063,warehouse_id_27,2020-01-06T01:33:38,received
po_number_1007,2084,warehouse_id_8,2020-01-02T03:14:35,closed
po_number_1008,2051,warehouse_id_61,2020-09-23T18:05:58,in_transit
po_number_1009,2057,warehouse_id_66,2020-08-25T18:30:35,approved
po_number_1010,2003,warehouse_id_52,2020-03-21T07:50:05,closed
po_number_1011,2055,warehouse_id_77,2020-06-25T17:23:53,approved
po_number_1012,2067,warehouse_id_57,2020-05-19T09:49:22,closed
po_number_1013,2089,warehouse_id_34,2020-08-31T14:25:53,draft
po_number_1014,2048,warehouse_id_73,2020-01-16T23:10:38,received
po_number_1015,2084,warehouse_id_80,2020-02-08T18:08:44,received
po_number_1016,2114,warehouse_id_23,2020-01-22T07:08:58,approved
po_number_1017,2002,warehouse_id_2,2020-01-17T22:55:14,received
po_number_1018,2004,warehouse_id_54,2020-05-27T18:57:12,in_transit
po_number_1019,2044,warehouse_id_27,2020-06-06T17:30:47,approved
po_number_1020,2036,warehouse_id_63,2020-09-22T12:39:55,closed
po_number_1021,2074,warehouse_id_74,2020-12-02T09:57:07,draft
po_number_1022,2053,warehouse_id_33,2020-09-12T23:51:52,approved
po_number_1023,2057,warehouse_id_29,2020-01-19T09:49:55,in_transit
po_number_1024,2001,warehouse_id_40,2020-03-20T15:15:10,draft
po_number_1025,2106,warehouse_id_61,2020-08-30T07:23:57,approved
po_number_1026,2044,warehouse_id_4,2020-07-28T00:35:44,approved
po_number_1027,2089,warehouse_id_63,2020-12-08T11:51:46,approved
po_number_1028,2062,warehouse_id_17,2020-05-16T07:23:13,received
po_number_1029,2086,warehouse_id_7,2020-07-31T09:03:11,draft
po_number_1030,2086,warehouse_id_32,2020-11-17T16:54:49,received
po_number_1031,2037,warehouse_id_59,2020-10-31T12:04:47,approved
po_number_1032,2116,warehouse_id_74,2020-10-11T07:44:02,in_transit
po_number_1033,2040,warehouse_id_71,2020-07-29T17:43:06,draft
po_number_1034,2084,warehouse_id_69,2020-08-17T20:27:53,closed
po_number_1035,2092,warehouse_id_57,2020-09-08T01:23:26,received
po_number_1036,2093,warehouse_id_32,2020-12-04T05:01:44,draft
po_number_1037,2024,warehouse_id_2,2020-10-31T12:36:55,closed
po_number_1038,2049,warehouse_id_67,2020-05-09T21:41:19,received
po_number_1039,2008,warehouse_id_20,2020-03-15T07:58:01,in_transit
po_number_1040,2099,warehouse_id_51,2020-05-09T07:38:37,received
po_number_1041,2014,warehouse_id_73,2020-08-18T07:19:02,closed
po_number_1042,2075,warehouse_id_66,2020-08-05T01:05:49,in_transit
po_number_1043,2111,warehouse_id_55,2020-02-12T18:03:55,closed
po_number_1044,2022,warehouse_id_47,2020-09-12T03:47:41,received
po_number_1045,2012,warehouse_id_2,2020-07-06T18:59:20,received
po_number_1046,2048,warehouse_id_65,2020-02-25T04:06:57,draft
po_number_1047,2044,warehouse_id_62,2020-08-04T16:12:55,approved
po_number_1048,2044,warehouse_id_28,2020-04-08T22:26:29,approved
po_number_1049,2095,warehouse_id_50,2020-09-06T16:51:50,in_transit
po_number_1050,2039,warehouse_id_70,2020-01-15T16:19:46,closed
po_number_1051,2086,warehouse_id_24,2020-09-01T08:01:40,closed
po_number_1052,2055,warehouse_id_20,2020-12-28T19:39:14,in_transit
po_number_1053,2081,warehouse_id_28,2020-10-19T03:21:28,approved
po_number_1054,2081,warehouse_id_66,2020-07-16T14:30:45,in_transit
po_number_1055,2090,warehouse_id_31,2020-05-03T15:02:44,draft
po_number_1056,2063,warehouse_id_70,2020-02-28T02:03:37,approved
po_number_1057,2113,warehouse_id_33,2020-05-14T08:58:32,approved
po_number_1058,2082,warehouse_id_56,2020-03-18T11:34:43,in_transit
po_number_1059,2034,warehouse_id_78,2020-03-08T18:27:02,received
po_number_1060,2001,warehouse_id_9,2020-06-27T10:34:40,approved
po_number_1061,2111,warehouse_id_50,2020-08-18T01:22:24,closed
po_number_1062,2070,warehouse_id_80,2020-07-17T10:42:12,received
po_number_1063,2062,warehouse_id_34,2020-11-26T12:07:05,approved
po_number_1064,2073,warehouse_id_39,2020-12-07T02:09:17,closed
po_number_1065,2082,warehouse_id_12,2020-07-19T01:05:49,in_transit
po_number_1066,2027,warehouse_id_48,2020-06-23T06:26:07,approved
po_number_1067,2028,warehouse_id_71,2020-08-26T09:22:00,received
po_number_1068,2008,warehouse_id_55,2020-04-27T02:27:42,received
po_number_1069,2045,warehouse_id_45,2020-10-14T16:56:03,closed
po_number_1070,2109,warehouse_id_44,2020-08-22T11:01:35,in_transit
po_number_1071,2091,warehouse_id_14,2020-12-13T07:42:10,draft
po_number_1072,2019,warehouse_id_68,2020-10-14T15:44:31,approved
po_number_1073,2011,warehouse_id_46,2020-02-20T03:27:49,received
po_number_1074,2107,warehouse_id_16,2020-02-15T01:33:11,draft
po_number_1075,2063,warehouse_id_29,2020-11-27T20:05:53,draft
po_number_1076,2005,warehouse_id_62,2020-09-06T13:04:48,approved
po_number_1077,2042,warehouse_id_79,2020-12-21T04:23:49,approved
po_number_1078,2030,warehouse_id_38,2020-04-06T13:50:25,in_transit
po_number_1079,2013,warehouse_id_60,2020-09-24T11:52:29,in_transit
po_number_1080,2000,warehouse_id_19,2020-07-03T13:06:08,received
po_number_1081,2091,warehouse_id_62,2020-02-26T05:49:01,received
po_number_1082,2072,warehouse_id_43,2020-06-02T10:48:51,closed
po_number_1083,2081,warehouse_id_43,2020-02-04T06:45:29,closed
po_number_1084,2001,warehouse_id_62,2020-04-25T22:03:09,approved
po_number_1085,2072,warehouse_id_78,2020-05-24T21:11:11,in_transit
po_number_1086,2114,warehouse_id_31,2020-04-03T10:15:34,draft
po_number_1087,2011,warehouse_id_54,2020-06-11T03:57:07,approved
po_number_1088,2117,warehouse_id_21,2020-10-10T22:42:54,in_transit
po_number_1089,2079,warehouse_id_40,2020-12-30T14:32:30,draft
po_number_1090,2099,warehouse_id_76,2020-08-14T03:20:40,draft
po_number_1091,2039,warehouse_id_19,2020-02-24T00:48:09,in_transit
po_number_1092,2016,warehouse_id_62,2020-10-06T13:43:22,received
po_number_1093,2018,warehouse_id_47,2020-07-11T15:44:51,draft
po_number_1094,2030,warehouse_id_22,2020-09-02T02:48:44,closed
po_number_1095,2084,warehouse_id_29,2020-11-30T06:44:12,draft
po_number_1096,2116,warehouse_id_10,2020-06-06T16:26:16,closed
po_number_1097,2082,warehouse_id_25,2020-05-26T13:08:40,draft
po_number_1098,2048,warehouse_id_27,2020-05-31T14:42:00,draft
po_number_1099,2059,warehouse_id_7,2020-03-18T18:32:17,draft
po_number_1100,2084,warehouse_id_46,2020-01-13T12:51:49,in_transit
po_number_1101,2076,warehouse_id_12,2020-02-19T10:18:50,received
po_number_1102,2071,warehouse_id_19,2020-05-31T07:42:00,received
po_number_1103,2112,warehouse_id_1,2020-02-07T14:53:25,approved
po_number_1104,2008,warehouse_id_7,2020-06-19T05:43:55,approved
po_number_1105,2061,warehouse_id_17,2020-04-18T18:15:35,draft
po_number_1106,2029,warehouse_id_19,2020-03-07T12:23:26,in_transit
po_number_1107,2094,warehouse_id_40,2020-06-12T11:10:39,in_transit
po_number_1108,2076,warehouse_id_77,2020-06-03T22:56:31,in_transit
po_number_1109,2022,warehouse_id_19,2020-03-06T07:38:24,closed
po_number_1110,2023,warehouse_id_47,2020-09-06T14:52:16,in_transit
po_number_1111,2074,warehouse_id_10,2020-05-10T00:28:32,approved
po_number_1112,2007,warehouse_id_73,2020-09-13T16:54:30,in_transit
po_number_1113,2090,warehouse_id_61,2020-09-25T22:24:02,approved
po_number_1114,2000,warehouse_id_52,2020-07-10T05:15:32,closed
po_number_1115,2064,warehouse_id_58,2020-07-03T22:30:55,draft
po_number_1116,2003,warehouse_id_72,2020-07-02T13:15:30,received
po_number_1117,2072,warehouse_id_27,2020-04-12T18:19:56,in_transit
po_number_1118,2080,warehouse_id_23,2020-06-03T12:30:42,received
po_number_1119,2030,warehouse_id_13,2020-07-10T17:15:29,draft
po_number_1120,2050,warehouse_id_19,2020-04-29T14:09:14,received
po_number_1121,2070,warehouse_id_17,2020-04-11T02:47:38,approved
po_number_1122,2074,warehouse_id_10,2020-06-08T01:19:37,received
po_number_1123,2025,warehouse_id_35,2020-06-20T04:31:45,closed
po_number_1124,2054,warehouse_id_51,2020-09-08T15:22:14,closed
po_number_1125,2071,warehouse_id_8,2020-03-23T21:31:22,draft
po_number_1126,2045,warehouse_id_29,2020-10-02T07:21:53,draft
po_number_1127,2032,warehouse_id_40,2020-09-17T14:21:12,approved
po_number_1128,2015,warehouse_id_71,2020-02-08T19:48:14,approved
po_number_1129,2025,warehouse_id_43,2020-12-18T13:30:37,in_transit
po_number_1130,2018,warehouse_id_26,2020-01-14T07:47:46,received
po_number_1131,2078,warehouse_id_59,2020-11-14T12:47:42,draft
po_number_1132,2023,warehouse_id_53,2020-05-22T08:30:52,draft
po_number_1133,2050,warehouse_id_13,2020-08-29T22:55:11,closed
po_number_1134,2118,warehouse_id_62,2020-11-16T23:48:50,received
po_number_1135,2069,warehouse_id_41,2020-04-21T07:47:28,in_transit
po_number_1136,2097,warehouse_id_67,2020-11-08T23:21:31,received
po_number_1137,2030,warehouse_id_40,2020-11-11T21:38:33,closed
po_number_1138,2069,warehouse_id_67,2020-06-20T02:04:16,closed
po_number_1139,2074,warehouse_id_5,2020-03-07T14:28:03,approved
po_number_1140,2018,warehouse_id_67,2020-10-02T13:06:41,received
po_number_1141,2001,warehouse_id_42,2020-01-16T15:41:58,in_transit
po_number_1142,2086,warehouse_id_70,2020-03-02T18:53:29,draft
po_number_1143,2067,warehouse_id_51,2020-04-10T09:56:35,approved
po_number_1144,2046,warehouse_id_44,2020-09-09T23:11:35,closed
po_number_1145,2115,warehouse_id_21,2020-02-05T09:35:17,in_transit
po_number_1146,2012,warehouse_id_6,2020-11-30T12:48:00,draft
po_number_1147,2004,warehouse_id_52,2020-01-31T14:51:36,closed
po_number_1148,2005,warehouse_id_13,2020-03-23T09:32:37,in_transit
po_number_1149,2058,warehouse_id_3,2020-11-30T00:41:49,draft
po_number_1150,2091,warehouse_id_64,2020-05-09T19:49:34,draft
po_number_1151,2027,warehouse_id_62,2020-12-14T18:48:01,draft
po_number_1152,2019,warehouse_id_44,2020-02-15T08:17:01,in_transit
po_number_1153,2036,warehouse_id_57,2020-08-23T20:27:40,draft
