performance_id,ad_id,channel_id,event_ts,impressions,clicks,spend,conversions,revenue
1000317,100024,1,2020-12-02T05:00:05,891,422,99.03905706806033,65,473.60832767708115
1000318,100025,6,2020-07-25T21:59:17,972,604,98.77875051350586,141,642.1000735454537
1000319,100017,5,2020-07-10T13:21:39,180,921,100.72050192241744,755,722.4220494573866
1000320,100096,6,2020-02-04T23:14:55,499,668,100.84115357945629,545,85.00015510226655
1000321,100018,1,2020-07-22T21:13:49,283,417,99.81061238076313,913,212.41646535565184
1000322,100192,4,2020-01-30T05:23:58,989,348,100.08036368184602,419,825.5031357686672
1000323,100161,1,2020-08-02T11:24:02,862,443,99.84103465281228,465,822.4741827948162
1000324,100075,4,2020-08-27T12:48:04,62,324,100.68739288780402,41,672.6703441807396
1000325,100185,2,2020-07-27T10:47:27,719,512,96.68367241313916,350,767.067566143534
1000326,100026,6,2020-11-10T14:34:48,504,36,97.96647208064235,489,115.72553387634166
1000327,100040,6,2020-05-11T04:26:12,647,46,99.70391323657327,461,118.37730059846608
1000328,100177,2,2020-03-02T16:57:56,385,806,98.98672354877858,772,433.6354890423764
1000329,100160,4,2020-08-07T08:09:49,958,441,99.51247449024405,530,898.9585828708731
1000330,100168,5,2020-11-13T08:38:38,632,618,100.29373403210214,876,242.82573915633444
1000331,100029,3,2020-05-09T09:44:28,1000,160,101.14540315763222,362,339.2257328643895
1000332,100150,5,2020-09-22T17:41:58,858,153,101.52474841666445,309,198.72667900663353
1000333,100032,6,2020-01-23T12:16:58,425,644,98.6797684497481,407,626.1197556072434
1000334,100048,1,2020-10-20T14:06:56,675,548,102.28666225285411,446,522.6602992972556
1000335,100122,2,2020-09-26T23:24:48,379,909,100.75261753261948,551,947.8749708086677
1000336,100149,2,2020-09-11T18:34:06,39,381,100.38159011914233,391,833.753642942443
1000337,100198,5,2020-07-04T02:01:50,526,56,102.97120062468227,826,964.6941697600037
1000338,100094,3,2020-03-27T21:16:18,362,988,99.17033177831604,56,63.75068268545092
1000339,100072,2,2020-10-22T09:01:14,586,879,103.3973085768606,987,480.5366510029847
1000340,100096,2,2020-03-19T06:46:45,735,87,100.02039159344794,538,214.27482805858756
1000341,100018,2,2020-06-01T09:54:14,855,832,100.92951325224148,724,325.52565011100796
1000342,100168,5,2020-03-08T12:51:25,479,599,98.51073266515765,408,687.250996101205
1000343,100095,5,2020-09-21T16:07:13,387,195,104.67045922249706,916,599.9681729758399
1000344,100125,2,2020-07-06T19:38:25,431,890,100.94702831572356,107,449.60899873864344
1000345,100134,6,2020-06-11T03:02:14,626,779,101.54880542765142,474,403.6984647839611
1000346,100068,5,2020-08-12T14:17:14,282,333,98.12976503356492,670,45.50127865945175
1000347,100172,2,2020-04-06T23:58:02,575,642,96.39539508743871,483,622.7257893370299
1000348,100061,6,2020-10-06T08:05:33,438,65,98.25048683966978,733,428.1544062082484
1000349,100153,2,2020-01-08T22:55:55,110,668,96.70234206459699,557,895.2007574789621
1000350,100117,6,2020-05-27T20:17:54,354,512,96.89723764923221,329,377.7674105947717
1000351,100125,5,2020-04-10T14:59:50,138,776,100.13799499234989,399,235.15481345652134
1000352,100093,4,2020-11-18T23:37:30,496,483,100.22311826686659,848,870.6242030822654
1000353,100009,2,2020-08-15T14:59:56,744,744,101.13986494800842,987,707.2188887456462
1000354,100113,2,2020-05-06T02:52:42,879,109,100.65512106905939,78,166.6588609151478
1000355,100109,4,2020-01-22T04:46:17,490,287,101.34396803173199,15,797.3536298268519
1000356,100008,3,2020-03-13T22:15:14,965,650,100.99996053563555,765,941.9635801742228
1000357,100069,2,2020-04-29T21:11:15,108,350,99.78087490383425,600,297.75897105911156
1000358,100110,4,2020-11-19T09:22:59,850,937,100.8891118144904,591,891.281372290817
1000359,100171,5,2020-10-12T11:18:59,655,723,96.90379735481305,222,454.4462243113325
1000360,100024,3,2020-10-26T01:00:54,252,785,99.21929621160905,861,387.3009408439412
1000361,100071,2,2020-11-24T16:20:13,930,691,98.34394808294927,817,871.485206224826
1000362,100028,5,2020-11-19T03:21:10,201,864,97.63518556825854,873,741.1708157198218
1000363,100046,1,2020-01-26T06:36:55,620,174,98.44653977567391,29,455.8984300475997
1000364,100185,3,2020-07-04T21:33:01,137,403,100.65661705924316,652,868.1537284173635
1000365,100196,6,2020-02-28T04:59:34,715,994,101.51363225222917,908,561.5816426891517
1000366,100197,1,2020-12-21T08:17:46,364,114,98.13937328209774,419,982.1497687070392
1000367,100139,2,2020-03-01T20:26:11,46,486,100.69361735969211,568,585.0573538390399
1000368,100190,4,2020-09-14T13:39:50,890,958,101.62019423247499,621,180.84077069306835
1000369,100159,6,2020-11-25T05:30:37,886,883,98.57844128078796,277,413.1520848982172
1000370,100082,1,2020-04-30T08:27:13,391,689,99.1158054595268,218,679.292682108078
1000371,100049,5,2020-12-28T02:03:52,838,652,100.66528668226843,151,463.7318939503399
1000372,100054,6,2020-12-21T19:20:41,261,702,103.05648520558384,109,57.531780385027595
1000373,100163,1,2020-05-16T03:56:17,648,430,100.79063954099098,381,462.0323133129189
1000374,100153,6,2020-07-01T11:23:44,224,710,100.13061614795886,529,521.2628993833657
1000375,100167,6,2020-05-08T11:51:57,572,478,103.61143975408037,248,136.53117108589552
1000376,100031,2,2020-02-11T03:29:12,538,925,98.8096930105466,335,437.4746465866516
1000377,100074,3,2020-10-09T17:49:31,123,78,98.69872141687257,744,622.5203651563393
1000378,100145,3,2020-12-25T16:11:23,550,665,99.49822059660953,468,485.7596517643562
1000379,100188,4,2020-07-02T20:18:44,300,828,100.04713307368782,881,385.78287302860815
1000380,100014,4,2020-01-11T01:31:26,193,840,103.1658273662701,923,242.09102250255788
1000381,100179,1,2020-11-26T14:32:48,863,675,100.65867534940263,343,999.2483290653989
1000382,100175,1,2020-08-26T09:07:48,202,32,100.03421215380125,410,366.22765254473387
1000383,100092,2,2020-03-15T22:28:30,209,284,99.95939225576822,856,410.9143099890235
1000384,100127,1,2020-12-10T02:51:55,986,569,98.75890126345536,606,401.8226776289736
1000385,100183,3,2020-07-22T09:29:01,77,971,102.68428968714274,1,68.03457932407886
1000386,100195,3,2020-02-08T23:38:37,378,316,100.43262215522272,831,904.2615369889226
1000387,100112,1,2020-01-17T02:13:33,302,100,105.07598590971884,240,552.7534048231107
1000388,100018,1,2020-03-19T04:57:51,18,810,98.74922098553144,758,278.3244757521145
1000389,100178,2,2020-08-26T06:59:11,833,346,102.16306286271458,223,253.0288716242516
1000390,100079,5,2020-05-22T18:16:42,587,109,99.4893639865192,857,47.47412169344489
1000391,100101,6,2020-10-26T11:47:59,359,35,98.44232365649499,18,952.5800343095602
1000392,100061,2,2020-05-10T11:15:16,699,554,97.83830819368,182,164.48957339698555
1000393,100180,2,2020-04-27T02:12:41,317,819,101.3859892428886,926,355.3389904581049
1000394,100069,4,2020-02-29T15:37:35,411,715,98.59871575629832,650,505.1016323844606
1000395,100071,6,2020-06-20T03:32:27,8,925,99.17341719230848,885,805.0934116378453
1000396,100072,3,2020-11-01T15:22:48,328,951,102.58880716065832,186,250.06312332864113
1000397,100199,1,2020-02-11T22:46:35,634,634,101.70243549477827,962,958.4705616492
1000398,100068,3,2020-06-06T23:00:51,763,406,101.05210107367675,521,84.0956005540776
1000399,100151,1,2020-04-26T06:56:57,64,469,99.20874607996144,849,510.59657202081013
1000400,100070,3,2020-05-19T23:05:12,580,846,96.44054091622435,383,751.8501724659442
1000401,100016,5,2020-10-30T14:10:30,831,835,95.78276016814318,830,160.33540182637128
1000402,100078,2,2020-02-14T09:26:16,266,85,99.14989484920443,88,486.76133886862283
1000403,100041,3,2020-09-06T20:00:50,974,281,98.47791977466541,881,137.74459791071757
1000404,100130,5,2020-07-06T22:36:32,153,733,99.0763982071872,990,539.716955087154
1000405,100019,1,2020-01-01T05:31:57,107,341,101.61240550231508,963,946.9513903820641
1000406,100094,1,2020-08-29T22:36:22,225,682,102.20402366868315,227,572.2193109805411
1000407,100055,4,2020-10-10T22:43:45,658,674,98.31963651037945,695,226.5577147358875
1000408,100101,5,2020-04-09T05:25:26,556,381,100.07580163818521,359,514.7521171239115
1000409,100014,6,2020-03-26T14:36:14,610,332,98.27769415565452,150,601.0345200023045
1000410,100053,4,2020-06-19T10:49:46,562,366,99.45918305164841,811,840.2767328805782
1000411,100117,5,2020-11-18T15:56:49,985,12,96.28647592687724,380,983.1276628559625
1000412,100031,6,2020-07-20T00:49:47,774,371,100.82959087588453,173,423.35108651947684
1000413,100174,3,2020-06-29T22:24:33,152,162,97.86292601149852,882,204.17001905384623
1000414,100161,4,2020-04-24T02:50:22,80,902,103.6152222583639,687,217.75558347847812
1000415,100189,3,2020-08-30T16:31:31,12,523,101.06325838525339,452,979.658872050057
1000416,100111,5,2020-07-09T08:31:18,110,170,103.84599292013814,12,646.2197280428238
1000417,100176,2,2020-11-26T00:15:48,956,787,98.69439118602038,456,830.3068666053874
1000418,100173,1,2020-11-05T00:57:35,552,828,102.70397099871248,242,645.8295763863396
1000419,100046,6,2020-11-04T08:47:53,508,519,102.17744454069977,55,177.50857549354293
1000420,100117,1,2020-03-31T09:25:12,898,559,102.14402360558654,465,250.94911818397813
1000421,100166,5,2020-12-08T01:58:33,494,716,102.24715352732696,951,927.7671887636944
1000422,100036,5,2020-01-23T19:20:11,421,53,98.44070615139901,192,786.7963721147274
1000423,100183,2,2020-04-22T18:06:00,301,183,101.71105318050931,840,534.3847926412396
1000424,100113,1,2020-11-17T05:01:23,935,332,102.79507156922838,217,485.2465934622854
1000425,100078,5,2020-07-31T16:56:44,611,273,96.17495845129652,227,448.50700643098963
1000426,100190,6,2020-02-10T05:25:06,658,808,100.33344061582636,352,401.92135444714575
1000427,100052,1,2020-12-02T10:08:19,595,370,100.56244058506007,175,587.7587639238674
1000428,100139,5,2020-07-15T09:07:19,150,586,98.85334858061765,324,555.5650244012968
1000429,100156,6,2020-02-02T18:53:26,694,976,99.47075102295129,465,394.30084898356256
1000430,100012,2,2020-07-08T05:21:12,564,179,102.07952495108633,38,395.94516928465373
1000431,100182,6,2020-04-02T05:49:32,19,26,100.27867315556982,981,336.72129485813275
1000432,100155,6,2020-11-09T15:53:36,99,951,102.66306641705339,463,703.9770314569748
1000433,100100,3,2020-05-05T05:58:58,543,653,98.1514685450254,662,362.28418174302055
1000434,100037,1,2020-06-25T00:23:51,77,327,98.96437852145276,963,819.0052181781234
1000435,100072,4,2020-07-12T18:28:22,973,755,103.27508026102555,924,308.53104009831833
1000436,100003,2,2020-01-31T20:40:30,614,627,99.9821731580614,364,410.69614023076474
1000437,100179,4,2020-02-18T04:41:51,360,542,99.21530809676017,667,621.6859236110618
1000438,100045,2,2020-09-13T09:17:48,228,130,98.84704816171528,307,160.42430394812146
1000439,100027,5,2020-11-02T14:49:43,2,85,101.5055063257028,879,125.08911941956924
1000440,100021,1,2020-02-04T10:38:27,698,77,99.6383903408731,600,927.0279618302072
1000441,100108,1,2020-08-08T02:13:08,283,367,100.69255456839875,685,96.84364383427591
1000442,100008,4,2020-08-28T09:35:23,565,9,98.03230082250221,41,380.10748504685597
1000443,100016,5,2020-11-29T05:57:34,337,483,99.43957161455609,607,704.8180542914764
1000444,100166,4,2020-10-28T09:22:40,329,855,105.01574381371175,229,459.39654482655055
1000445,100113,2,2020-05-16T08:39:28,93,623,99.2663910913688,864,591.900594077653
1000446,100190,5,2020-02-16T18:42:14,723,331,96.96205880028933,381,59.5431950224079
1000447,100093,2,2020-05-19T16:15:53,152,997,101.8169286417262,954,55.0574981892471
1000448,100153,4,2020-03-05T22:19:43,162,385,101.2356733551174,488,750.403356850324
1000449,100027,2,2020-12-22T04:13:47,149,143,100.06057024386101,999,492.07295540479845
1000450,100053,3,2020-02-24T17:03:47,419,566,101.07175169731262,179,7.731891996709428
1000451,100079,4,2020-06-11T00:33:39,756,365,99.88634473583345,198,484.4853895029527
1000452,100189,1,2020-05-29T11:02:01,512,632,98.34327362623605,712,477.0626112844386
1000453,100131,6,2020-07-13T17:03:39,182,686,101.43114863747954,549,13.866434769715163
1000454,100196,5,2020-11-05T10:04:28,565,674,98.44433830440458,346,167.99617526112377
1000455,100028,4,2020-12-15T01:48:25,399,565,99.36262711134009,354,269.23688493001276
1000456,100055,6,2020-12-21T17:54:09,815,531,99.34485733333145,519,714.3785291232421
1000457,100126,5,2020-12-06T04:22:44,549,882,100.9065570581772,304,127.96128538789664
1000458,100190,4,2020-01-14T19:31:47,49,805,100.00579607674361,241,943.4831871767827
1000459,100173,5,2020-04-24T05:45:44,491,608,102.58464254589755,970,906.9565314039749
1000460,100074,5,2020-09-20T17:50:30,789,966,100.45000871890024,523,591.9234263395051
1000461,100142,4,2020-03-04T07:48:05,370,188,101.3475950211988,459,643.787752323798
1000462,100055,2,2020-07-28T10:14:18,733,186,97.86279192924117,428,628.5559983860887
1000463,100047,1,2020-04-15T11:45:00,532,608,100.48997335609987,642,869.2092103355625
1000464,100022,2,2020-04-05T00:46:05,137,745,102.43143315571501,861,555.1931092196317
1000465,100099,1,2020-05-21T14:11:30,676,32,102.3087339619597,968,373.7531265491273
1000466,100064,2,2020-10-21T09:49:47,357,182,98.15998051798931,990,430.86810158189456
1000467,100115,4,2020-12-15T10:16:18,375,127,101.28653296853969,429,799.5519692312513
1000468,100149,2,2020-03-11T00:31:10,682,838,99.96880894128918,101,190.07745780345343
1000469,100086,4,2020-01-19T16:09:42,769,341,98.86677352710393,128,497.7774643167847
1000470,100081,2,2020-09-30T07:41:53,742,175,100.28005123387915,104,992.4161326941315
1000471,100113,2,2020-11-11T16:59:34,243,312,102.47599109437985,571,841.2155582651188
1000472,100153,4,2020-05-09T12:20:28,517,255,98.68052254274174,307,259.04317045248706
1000473,100126,1,2020-11-07T03:57:28,359,118,101.52207544005928,948,137.77500101029483
1000474,100128,5,2020-09-08T19:54:04,727,244,101.22061416642859,775,277.4657723751363
1000475,100059,1,2020-02-21T14:26:47,99,980,98.70559577859163,607,394.6085434669696
1000476,100101,3,2020-10-22T07:39:35,814,414,99.27524044223345,411,934.4751109379262
1000477,100002,4,2020-02-04T06:04:41,727,201,100.59232934895105,477,591.3224788520091
1000478,100178,1,2020-10-29T11:48:19,176,427,97.33278359229526,634,228.10867825717807
1000479,100021,5,2020-10-10T22:58:28,661,733,94.2864370562562,272,380.49202049051456
1000480,100037,1,2020-11-17T00:23:14,185,382,103.52112127402032,840,818.6809908375357
1000481,100193,5,2020-02-12T18:30:18,989,946,96.03621850290342,849,284.9153172730483
1000482,100115,5,2020-07-13T15:40:42,585,617,100.9198155515492,348,318.09129259892046
1000483,100090,2,2020-07-08T06:33:37,444,231,98.62529194706242,244,840.0706424392723
1000484,100011,4,2020-07-20T10:15:49,256,941,102.59958453995401,21,908.4128363480594
1000485,100152,2,2020-04-11T15:27:44,673,208,104.0898697942125,897,63.82330122121183
1000486,100103,6,2020-02-15T23:31:37,222,826,104.26712838406623,947,827.6096211825784
1000487,100079,2,2020-05-12T23:20:56,115,951,102.2231496957706,369,430.1279766610858
1000488,100146,1,2020-02-14T07:33:45,560,72,99.2222807640031,934,806.0169165381213
1000489,100184,1,2020-03-27T02:06:27,266,96,97.65228553327225,25,231.82185104656872
1000490,100097,6,2020-10-07T10:21:06,581,876,94.41574595321748,71,29.229820480088264
1000491,100064,3,2020-02-22T09:27:13,194,220,101.32637131557536,713,947.259748415662
1000492,100092,1,2020-10-17T21:44:02,829,63,100.18627676737653,731,595.1354658737168
1000493,100130,6,2020-06-14T02:12:41,417,398,100.65094484982636,168,116.61257769716393
1000494,100107,5,2020-12-24T15:16:19,607,230,104.90431208874719,207,624.9103692917466
1000495,100008,5,2020-01-17T03:03:23,949,917,103.5234054251221,3,971.8460518422226
1000496,100007,2,2020-05-10T03:38:12,943,640,97.72233607890661,639,69.17297685586254
1000497,100058,5,2020-08-01T06:51:28,149,351,102.15101251962533,31,414.6657619164227
1000498,100073,5,2020-09-27T05:20:04,774,886,99.46879145673952,498,353.2220485756944
1000499,100000,6,2020-06-05T21:26:04,69,343,93.59648048303256,797,771.2579875097593
