reaction_id,post_id,user_id,reaction_type,created_ts
101001,101365,1067,wow,2020-08-02T08:28:12
101002,100871,1455,angry,2020-10-19T10:16:35
101003,100202,1116,love,2020-10-31T23:45:10
101004,100781,1171,sad,2020-11-05T10:22:47
101005,101953,1409,angry,2020-12-17T12:12:29
101006,101090,1490,angry,2020-08-16T11:58:44
101007,100269,1048,wow,2020-07-27T18:16:15
101008,101009,1231,wow,2020-08-08T19:36:09
101009,100132,1141,love,2020-04-24T20:12:08
101010,101160,1275,angry,2020-01-06T13:10:38
101011,101795,1156,like,2020-11-19T06:34:16
101012,100181,1072,angry,2020-10-27T11:43:05
101013,100477,1403,sad,2020-12-01T11:24:40
101014,100688,1191,love,2020-04-22T09:20:28
101015,101283,1442,wow,2020-02-19T16:31:41
101016,101263,1265,sad,2020-11-16T22:44:20
101017,101888,1339,sad,2020-12-12T14:24:47
101018,101413,1223,angry,2020-02-13T17:59:33
101019,101331,1250,love,2020-12-14T06:56:33
101020,100703,1091,wow,2020-01-21T22:38:44
101021,101874,1144,angry,2020-07-21T13:32:29
101022,101059,1112,laugh,2020-12-24T21:16:23
101023,101636,1171,laugh,2020-10-07T14:43:40
101024,101531,1092,laugh,2020-09-12T16:14:01
101025,100149,1423,sad,2020-11-14T13:03:25
101026,100155,1424,like,2020-09-27T07:35:58
101027,101941,1255,angry,2020-01-27T19:23:08
101028,100728,1307,laugh,2020-11-20T00:44:20
101029,100433,1052,laugh,2020-12-05T03:17:48
101030,101665,1093,angry,2020-04-21T10:40:31
101031,101682,1465,love,2020-06-13T06:04:29
101032,100236,1201,love,2020-01-29T01:51:38
101033,101672,1214,love,2020-02-05T18:36:53
101034,101048,1443,love,2020-10-15T09:01:22
101035,101108,1334,sad,2020-04-02T15:52:01
101036,101969,1066,angry,2020-07-27T02:03:43
101037,101214,1251,love,2020-06-11T13:56:42
101038,101990,1328,sad,2020-01-29T07:37:27
101039,101098,1463,like,2020-05-24T04:47:03
101040,101968,1349,laugh,2020-09-30T00:13:32
101041,101368,1036,wow,2020-06-27T11:00:40
101042,101236,1463,like,2020-04-09T11:50:55
101043,100607,1356,love,2020-01-12T14:45:22
101044,101723,1038,angry,2020-05-15T02:52:37
101045,100049,1428,love,2020-06-06T00:08:00
101046,100622,1088,sad,2020-05-21T17:38:38
101047,101778,1173,sad,2020-10-15T13:14:40
101048,100956,1438,laugh,2020-06-30T05:50:05
101049,100286,1236,angry,2020-01-31T03:29:50
101050,101221,1049,laugh,2020-03-16T10:01:20
101051,101916,1199,laugh,2020-03-20T17:20:14
101052,100112,1193,angry,2020-04-07T19:21:21
101053,101667,1387,like,2020-08-01T06:25:49
101054,100426,1444,angry,2020-04-25T16:01:39
101055,101395,1000,angry,2020-01-06T19:29:50
101056,101166,1343,laugh,2020-05-24T04:25:23
101057,101620,1053,like,2020-04-20T21:32:44
101058,101618,1028,love,2020-10-25T15:46:39
101059,101502,1101,like,2020-06-29T00:13:55
101060,100418,1053,angry,2020-11-08T15:05:59
101061,100375,1369,like,2020-03-24T18:15:15
101062,101655,1034,sad,2020-07-02T00:12:57
101063,101483,1342,laugh,2020-12-28T21:18:35
101064,101478,1282,angry,2020-05-13T08:25:39
101065,101848,1227,sad,2020-02-09T02:35:51
101066,100902,1334,laugh,2020-10-18T02:28:28
101067,101148,1276,sad,2020-01-19T11:28:18
101068,101235,1140,like,2020-01-11T05:56:15
101069,101237,1096,like,2020-08-26T05:36:30
101070,100907,1149,love,2020-01-17T01:03:18
101071,100876,1357,angry,2020-11-16T11:59:22
101072,101374,1047,love,2020-02-19T22:31:39
101073,100787,1321,like,2020-04-16T19:19:15
101074,101056,1167,wow,2020-08-17T21:28:41
101075,101359,1420,wow,2020-12-02T00:35:15
101076,101681,1149,love,2020-01-06T06:26:19
101077,100779,1471,wow,2020-12-18T16:45:37
101078,101065,1294,angry,2020-08-20T23:37:36
101079,101691,1116,love,2020-03-15T17:08:21
101080,101231,1209,laugh,2020-04-13T16:40:07
101081,101124,1006,sad,2020-10-01T17:51:02
101082,100022,1188,laugh,2020-01-23T09:18:31
101083,101371,1297,angry,2020-06-08T05:09:20
101084,101689,1129,laugh,2020-11-24T15:33:22
101085,101431,1445,like,2020-01-16T23:03:02
101086,101630,1185,laugh,2020-07-15T05:16:53
101087,100861,1307,sad,2020-06-14T18:53:45
101088,100190,1045,angry,2020-01-09T08:02:22
101089,100866,1072,laugh,2020-06-03T01:07:26
101090,100078,1390,like,2020-05-30T12:04:02
101091,100205,1249,angry,2020-10-02T11:19:36
101092,101741,1116,sad,2020-10-15T18:01:50
101093,100700,1115,like,2020-01-10T00:34:20
101094,101802,1480,sad,2020-01-28T12:52:05
101095,101670,1200,love,2020-06-26T10:09:21
101096,101331,1050,laugh,2020-12-07T09:48:03
101097,100477,1343,laugh,2020-02-16T08:10:50
101098,101809,1057,angry,2020-07-13T10:25:16
101099,101344,1041,sad,2020-10-03T02:40:57
101100,101521,1042,like,2020-11-09T12:48:49
101101,100942,1073,love,2020-05-29T20:03:30
101102,101554,1182,laugh,2020-12-01T12:32:58
101103,100047,1411,angry,2020-04-14T22:58:34
101104,100988,1076,laugh,2020-06-18T13:18:18
101105,100538,1070,like,2020-05-27T04:01:14
101106,101320,1267,like,2020-01-17T13:01:53
101107,101412,1037,sad,2020-08-01T14:34:44
101108,101624,1335,like,2020-02-07T19:13:44
101109,101002,1183,wow,2020-11-27T12:36:39
101110,101737,1288,laugh,2020-08-27T01:27:53
101111,100721,1496,laugh,2020-12-03T12:29:57
101112,100124,1217,sad,2020-11-16T01:28:20
101113,101935,1367,like,2020-11-06T08:13:34
101114,101245,1333,angry,2020-02-26T03:14:39
101115,101995,1008,like,2020-03-31T02:41:47
101116,101274,1479,angry,2020-03-10T06:15:51
101117,100972,1390,like,2020-10-22T20:07:29
101118,101621,1314,laugh,2020-04-04T18:12:12
101119,101833,1277,wow,2020-08-28T05:05:10
101120,100529,1494,laugh,2020-02-13T08:04:54
101121,100640,1323,sad,2020-03-02T18:23:28
101122,101574,1280,angry,2020-09-08T11:11:12
101123,100750,1452,love,2020-05-11T04:18:27
101124,100339,1217,wow,2020-06-16T08:05:35
101125,100865,1327,sad,2020-07-11T03:21:48
101126,100883,1348,wow,2020-04-26T02:46:06
101127,100964,1177,like,2020-05-29T09:57:27
101128,100555,1158,laugh,2020-08-21T23:09:29
101129,100677,1099,love,2020-05-16T02:45:19
101130,100393,1326,love,2020-03-15T09:18:28
101131,101212,1153,laugh,2020-10-04T15:57:40
101132,101461,1342,wow,2020-08-11T12:04:21
101133,100274,1031,sad,2020-07-31T16:08:12
101134,100667,1493,wow,2020-01-18T00:55:17
101135,101746,1384,sad,2020-12-17T16:07:36
101136,100988,1256,wow,2020-10-10T22:24:25
101137,101272,1367,angry,2020-04-30T10:29:52
101138,100463,1109,sad,2020-03-05T13:37:06
101139,100934,1063,sad,2020-08-02T03:03:07
101140,101377,1407,like,2020-08-18T08:25:08
101141,100314,1099,love,2020-03-11T18:06:59
101142,101483,1045,wow,2020-10-27T21:05:40
101143,100495,1138,like,2020-12-11T00:21:19
101144,100940,1402,like,2020-02-11T16:29:23
101145,101503,1036,angry,2020-01-09T23:55:51
101146,101064,1075,wow,2020-05-14T10:06:59
101147,101323,1290,like,2020-08-03T16:01:18
101148,101786,1207,laugh,2020-05-21T14:10:49
101149,101842,1111,wow,2020-07-20T16:54:54
101150,100155,1266,angry,2020-09-07T10:17:14
101151,100909,1151,love,2020-10-28T23:56:40
101152,101275,1176,wow,2020-11-06T20:11:44
101153,100954,1239,laugh,2020-04-18T07:28:02
101154,101447,1213,laugh,2020-12-11T16:26:59
101155,101007,1199,love,2020-05-03T08:37:42
101156,101550,1215,angry,2020-02-08T13:04:53
101157,101144,1468,sad,2020-01-03T13:17:03
101158,101614,1246,laugh,2020-05-28T14:00:13
101159,100926,1461,laugh,2020-10-04T08:09:22
101160,100962,1375,sad,2020-11-24T00:44:33
101161,101316,1070,angry,2020-05-22T03:07:05
101162,101586,1410,love,2020-10-29T21:45:35
101163,100760,1363,wow,2020-08-10T03:31:41
101164,101159,1404,angry,2020-08-16T18:50:00
101165,101461,1044,sad,2020-05-15T05:34:11
101166,100389,1125,like,2020-09-13T15:41:02
101167,101474,1351,wow,2020-06-10T15:01:09
101168,101884,1340,like,2020-10-31T01:50:18
101169,100261,1209,like,2020-12-06T20:24:52
101170,100957,1259,laugh,2020-03-17T13:47:14
101171,100449,1054,like,2020-08-22T10:50:21
101172,100555,1299,sad,2020-04-05T04:30:01
101173,101713,1089,angry,2020-01-05T01:49:27
101174,100295,1186,love,2020-07-29T02:47:34
101175,101107,1147,angry,2020-10-17T16:04:15
101176,101583,1380,like,2020-02-25T09:12:20
101177,101173,1344,angry,2020-08-10T18:23:11
101178,101579,1031,love,2020-01-31T12:21:41
101179,101028,1041,laugh,2020-01-26T02:12:00
101180,101533,1103,wow,2020-09-10T02:01:07
101181,101517,1437,like,2020-01-16T06:40:55
101182,100770,1496,love,2020-07-21T15:06:52
101183,101527,1008,sad,2020-04-07T15:29:55
101184,101128,1490,wow,2020-09-12T06:50:43
101185,100244,1390,love,2020-10-04T07:23:25
101186,100358,1307,like,2020-04-21T07:09:38
101187,100279,1144,sad,2020-10-31T18:37:09
101188,100647,1322,sad,2020-09-26T17:39:53
101189,100303,1275,laugh,2020-12-26T17:55:49
101190,100215,1471,like,2020-09-21T06:50:32
101191,100189,1396,sad,2020-12-02T06:22:13
101192,101294,1057,laugh,2020-10-15T13:54:30
101193,101774,1469,sad,2020-12-19T12:01:28
101194,101095,1393,wow,2020-05-18T07:39:10
101195,100899,1079,sad,2020-05-28T21:19:21
101196,100664,1090,angry,2020-04-05T01:45:14
101197,100301,1070,angry,2020-10-04T21:39:49
101198,101979,1319,angry,2020-06-22T05:41:27
101199,100083,1232,angry,2020-06-21T06:45:54
101200,101349,1078,like,2020-07-18T10:39:47
101201,101623,1371,love,2020-03-14T23:09:24
101202,101217,1161,sad,2020-11-13T00:42:16
101203,101959,1450,like,2020-03-15T14:31:10
101204,101754,1222,love,2020-07-31T18:39:00
101205,101866,1480,like,2020-12-16T04:32:20
101206,100845,1013,sad,2020-02-01T14:29:07
101207,100639,1024,angry,2020-02-27T02:19:03
101208,101724,1095,sad,2020-05-24T02:14:50
101209,100421,1188,love,2020-10-14T05:35:05
101210,101089,1318,sad,2020-06-01T19:12:00
101211,100815,1069,like,2020-06-29T17:26:23
101212,100349,1361,angry,2020-11-27T05:22:20
101213,100783,1024,sad,2020-02-18T04:50:47
101214,100141,1095,like,2020-08-22T06:47:21
101215,100898,1226,laugh,2020-12-10T22:44:28
101216,101316,1489,wow,2020-03-08T02:52:09
101217,100953,1472,love,2020-01-20T02:34:38
101218,101717,1209,wow,2020-05-15T13:48:44
101219,100955,1180,angry,2020-10-17T16:22:04
101220,101961,1437,love,2020-01-07T17:32:00
101221,100006,1058,wow,2020-08-23T19:32:07
101222,101386,1436,laugh,2020-08-11T21:01:43
101223,100620,1055,like,2020-10-03T02:58:20
101224,101649,1296,sad,2020-08-27T13:17:33
101225,100400,1065,laugh,2020-05-03T11:21:49
101226,100777,1079,sad,2020-03-23T20:30:06
101227,101625,1171,like,2020-01-05T09:31:15
101228,100240,1107,sad,2020-03-19T20:56:11
101229,101965,1389,like,2020-10-16T17:37:46
101230,101762,1437,sad,2020-02-24T05:26:00
101231,100102,1450,angry,2020-07-27T17:58:51
101232,101797,1200,sad,2020-12-17T13:09:57
101233,100041,1204,wow,2020-09-05T01:30:33
101234,101198,1439,love,2020-04-16T02:46:42
101235,100465,1158,angry,2020-08-12T01:38:18
101236,101956,1006,love,2020-03-02T07:36:40
101237,100983,1319,angry,2020-12-29T23:26:36
101238,100272,1388,love,2020-04-24T17:49:27
101239,101952,1145,wow,2020-11-28T11:54:50
101240,101138,1215,like,2020-11-28T05:06:54
101241,100352,1232,angry,2020-06-22T07:32:06
101242,100260,1193,love,2020-02-12T15:30:06
101243,100772,1493,sad,2020-11-20T16:16:44
101244,100487,1299,like,2020-11-01T09:19:09
101245,101769,1200,love,2020-01-27T16:32:00
101246,100159,1282,wow,2020-08-18T17:18:51
101247,101832,1399,love,2020-11-01T20:27:36
101248,101944,1430,angry,2020-10-20T13:15:58
101249,101529,1086,love,2020-03-24T20:54:09
101250,101343,1346,angry,2020-04-24T21:17:14
101251,101622,1433,like,2020-05-24T20:52:24
101252,100782,1041,like,2020-05-05T14:54:46
101253,101613,1469,laugh,2020-03-15T16:54:19
101254,100805,1278,like,2020-07-27T07:54:15
101255,100961,1310,like,2020-11-21T23:32:01
101256,101418,1300,wow,2020-02-10T22:50:24
101257,101985,1148,love,2020-04-17T16:16:53
101258,101527,1241,love,2020-10-07T08:15:59
101259,100092,1264,love,2020-12-14T12:20:09
101260,101069,1079,sad,2020-10-24T14:18:45
101261,101825,1450,wow,2020-11-22T21:19:13
101262,100668,1340,angry,2020-12-26T21:50:51
101263,100768,1150,wow,2020-11-05T21:12:08
101264,101556,1363,angry,2020-05-30T01:23:53
101265,100912,1429,angry,2020-03-28T21:39:55
101266,100246,1063,love,2020-11-14T10:17:10
101267,101896,1326,sad,2020-05-18T14:26:31
101268,101737,1050,angry,2020-12-25T12:24:04
101269,100964,1029,wow,2020-01-01T04:19:17
101270,101078,1249,sad,2020-03-10T16:12:58
101271,100763,1022,love,2020-02-29T22:14:24
101272,100790,1149,laugh,2020-02-05T10:08:56
101273,101128,1392,laugh,2020-08-29T12:46:17
101274,101116,1090,love,2020-11-12T11:57:08
101275,101558,1289,laugh,2020-11-25T23:07:51
101276,100117,1273,like,2020-07-30T07:27:50
101277,100614,1135,angry,2020-03-22T07:45:23
101278,100997,1021,laugh,2020-08-27T04:50:52
101279,101164,1025,wow,2020-09-13T21:49:50
101280,101947,1389,laugh,2020-12-24T19:46:16
101281,101670,1480,sad,2020-10-03T16:07:36
101282,100095,1480,love,2020-10-23T15:02:56
101283,100021,1251,like,2020-05-29T11:39:33
101284,100911,1070,laugh,2020-06-19T09:30:13
101285,100035,1476,love,2020-03-11T17:19:23
101286,101448,1051,love,2020-07-24T03:38:10
101287,100958,1385,love,2020-09-01T11:40:08
101288,101826,1140,wow,2020-01-23T04:34:43
101289,101978,1123,laugh,2020-08-25T15:08:16
101290,100271,1229,like,2020-08-24T10:11:04
101291,101121,1338,laugh,2020-01-01T17:35:22
101292,100603,1125,love,2020-06-25T22:56:21
101293,101423,1417,sad,2020-06-25T03:42:30
101294,100002,1299,angry,2020-03-07T12:23:40
101295,100068,1081,laugh,2020-12-20T21:03:24
101296,100075,1475,angry,2020-01-05T14:31:01
101297,101985,1390,angry,2020-10-29T00:08:17
101298,100927,1126,sad,2020-03-08T14:41:16
101299,100303,1095,angry,2020-03-25T16:35:19
101300,100082,1342,wow,2020-04-28T02:21:47
101301,101297,1091,sad,2020-01-04T23:19:22
101302,100641,1457,like,2020-09-21T17:26:32
101303,101464,1218,angry,2020-12-04T17:03:51
101304,100453,1188,like,2020-02-14T12:37:21
101305,101091,1366,laugh,2020-11-19T23:42:21
101306,101688,1141,sad,2020-01-16T22:27:48
101307,100984,1364,like,2020-02-26T04:58:58
101308,100284,1485,angry,2020-02-26T04:36:02
101309,100466,1418,like,2020-05-11T07:27:56
101310,101457,1375,laugh,2020-02-12T11:51:03
101311,100858,1288,wow,2020-08-01T04:02:21
101312,100911,1051,laugh,2020-11-11T08:16:28
101313,100312,1174,wow,2020-01-12T08:22:11
101314,100940,1086,like,2020-01-08T07:38:00
101315,101374,1051,laugh,2020-02-25T17:35:58
101316,100945,1175,love,2020-06-28T16:56:56
101317,100366,1232,love,2020-06-07T18:50:29
101318,101430,1282,like,2020-11-02T14:12:50
101319,101405,1344,love,2020-10-30T11:12:31
101320,100117,1317,sad,2020-12-08T00:46:47
101321,101364,1490,wow,2020-10-15T01:04:57
101322,101869,1305,angry,2020-08-03T07:43:34
101323,101714,1454,love,2020-05-07T02:31:00
101324,101154,1030,angry,2020-01-25T06:41:08
101325,100665,1297,like,2020-01-12T06:30:14
101326,101716,1491,sad,2020-12-08T21:11:12
101327,100375,1315,wow,2020-10-21T20:24:29
101328,100180,1315,sad,2020-07-18T06:11:05
101329,100753,1397,love,2020-06-14T03:34:13
101330,101425,1146,angry,2020-08-22T15:11:19
101331,101699,1487,laugh,2020-08-16T15:17:38
101332,101046,1180,sad,2020-01-09T20:52:26
101333,101806,1215,sad,2020-08-30T13:16:50
101334,101002,1493,like,2020-08-01T09:53:25
101335,101958,1064,like,2020-05-15T07:25:58
101336,100491,1059,wow,2020-03-23T10:12:20
101337,101988,1410,wow,2020-08-07T16:59:16
101338,101737,1275,like,2020-11-14T06:06:45
101339,101974,1020,sad,2020-04-29T07:46:34
101340,101015,1115,angry,2020-11-12T22:36:02
101341,100066,1190,sad,2020-05-31T12:11:55
101342,100534,1059,love,2020-12-11T09:12:47
101343,101447,1238,sad,2020-08-04T17:49:28
101344,101336,1030,like,2020-08-27T01:31:47
101345,101810,1193,like,2020-11-13T14:07:21
101346,101536,1415,like,2020-05-24T08:31:25
101347,101389,1486,wow,2020-02-24T05:43:02
101348,101334,1136,laugh,2020-02-13T18:40:13
101349,101268,1040,like,2020-06-14T22:47:14
101350,101451,1060,sad,2020-04-14T11:02:32
101351,101910,1395,angry,2020-05-31T02:03:36
101352,101881,1257,laugh,2020-02-16T07:09:47
101353,101231,1492,sad,2020-05-12T09:40:51
101354,101650,1341,love,2020-06-09T11:26:11
101355,101950,1318,sad,2020-05-23T22:09:32
101356,100478,1133,angry,2020-09-20T00:59:38
101357,100898,1397,love,2020-11-20T21:02:06
101358,100932,1417,like,2020-03-06T18:36:52
101359,100687,1443,laugh,2020-11-08T18:38:24
101360,101337,1088,wow,2020-02-14T00:47:41
101361,101251,1201,laugh,2020-02-05T21:05:02
101362,101461,1490,love,2020-08-15T19:33:50
101363,100856,1115,wow,2020-04-04T02:52:13
101364,100778,1329,like,2020-01-05T19:17:58
101365,101740,1167,wow,2020-12-12T15:06:05
101366,100932,1475,sad,2020-06-01T02:42:13
101367,101966,1129,sad,2020-11-01T16:51:36
101368,100648,1346,love,2020-12-16T19:35:19
101369,101382,1486,angry,2020-04-23T14:52:36
101370,101214,1203,laugh,2020-06-17T10:18:03
101371,100696,1137,wow,2020-02-18T21:43:43
101372,101384,1236,sad,2020-04-21T06:10:46
101373,100793,1176,like,2020-11-11T10:07:03
101374,101443,1343,wow,2020-05-16T08:43:39
101375,100209,1471,sad,2020-12-22T04:40:28
101376,100160,1308,laugh,2020-01-31T03:23:09
101377,100946,1182,laugh,2020-01-17T20:15:38
101378,101902,1340,angry,2020-02-14T08:57:29
101379,100377,1137,angry,2020-05-18T19:03:20
101380,100276,1021,angry,2020-09-01T10:52:47
101381,100264,1385,wow,2020-08-13T17:55:07
101382,101941,1107,love,2020-01-02T13:35:21
101383,100726,1068,wow,2020-03-29T12:02:03
101384,100014,1029,angry,2020-04-23T15:19:47
101385,101133,1171,love,2020-01-02T14:04:26
101386,100788,1373,love,2020-06-01T20:48:00
101387,100329,1028,like,2020-05-28T16:56:54
101388,101323,1074,sad,2020-09-05T01:16:15
101389,100260,1461,like,2020-11-10T06:53:09
101390,101481,1062,laugh,2020-03-25T00:32:18
101391,101953,1318,like,2020-07-20T03:00:43
101392,100729,1388,laugh,2020-12-10T04:40:19
101393,100516,1361,wow,2020-11-27T01:19:20
101394,101739,1150,angry,2020-06-16T15:12:29
101395,101521,1441,laugh,2020-03-17T09:22:20
101396,100371,1396,sad,2020-06-08T12:54:17
101397,101504,1437,angry,2020-10-10T10:08:14
101398,101997,1243,angry,2020-07-29T02:20:10
101399,101669,1345,love,2020-09-07T03:36:14
101400,100165,1386,laugh,2020-12-28T08:54:12
101401,100419,1350,sad,2020-08-17T16:24:39
101402,101138,1140,laugh,2020-10-25T06:14:39
101403,100401,1185,like,2020-05-29T01:17:40
101404,101326,1284,laugh,2020-03-19T20:18:37
101405,100707,1135,angry,2020-01-16T09:09:36
101406,101075,1308,laugh,2020-01-03T16:09:07
101407,100295,1449,angry,2020-11-19T02:28:58
101408,101762,1263,angry,2020-02-12T00:50:26
101409,101108,1490,sad,2020-08-01T01:44:45
101410,100058,1193,love,2020-05-08T04:46:14
101411,101339,1204,wow,2020-11-20T04:52:42
101412,100350,1119,wow,2020-09-23T00:43:50
101413,100570,1161,sad,2020-03-23T17:45:08
101414,100434,1247,sad,2020-02-07T00:15:07
101415,101881,1206,sad,2020-07-14T14:06:45
101416,100200,1236,wow,2020-05-01T22:37:07
101417,101277,1052,sad,2020-03-29T10:58:35
101418,101237,1413,sad,2020-05-20T03:52:40
101419,100257,1095,like,2020-11-01T04:34:01
101420,100593,1137,love,2020-03-08T19:08:53
101421,101560,1043,sad,2020-03-08T22:58:29
101422,101455,1334,angry,2020-11-21T00:45:27
101423,100773,1007,laugh,2020-06-28T15:16:39
101424,101116,1440,love,2020-03-12T23:34:27
101425,101828,1300,angry,2020-12-03T09:38:12
101426,100449,1272,sad,2020-11-26T00:06:24
101427,101551,1414,like,2020-12-05T19:03:15
101428,100834,1179,sad,2020-01-01T08:47:10
101429,100491,1041,laugh,2020-03-27T20:40:52
101430,100045,1190,like,2020-07-20T15:35:53
101431,101867,1072,angry,2020-12-27T07:24:26
101432,100817,1334,love,2020-12-19T00:27:00
101433,101313,1310,laugh,2020-10-13T10:48:23
101434,101629,1089,like,2020-11-04T19:01:17
101435,101457,1157,like,2020-02-22T10:52:38
101436,100542,1191,like,2020-08-23T21:03:52
101437,101311,1149,wow,2020-02-04T20:13:08
101438,100655,1123,angry,2020-02-01T02:25:49
101439,101639,1052,wow,2020-06-18T17:27:33
101440,100204,1165,angry,2020-05-11T09:13:11
101441,100345,1355,wow,2020-07-24T23:12:25
101442,100563,1153,laugh,2020-10-17T00:54:29
101443,100566,1274,sad,2020-09-14T16:35:49
101444,100154,1303,love,2020-06-30T21:54:15
101445,100185,1152,angry,2020-02-20T00:49:28
101446,100547,1246,sad,2020-12-26T20:26:03
101447,101358,1364,wow,2020-05-21T02:35:46
101448,100572,1333,wow,2020-11-18T10:35:19
101449,100160,1133,laugh,2020-10-16T13:34:10
101450,101740,1188,love,2020-12-08T07:43:34
101451,100117,1315,like,2020-11-07T01:56:42
101452,101260,1228,wow,2020-04-08T05:20:50
101453,101027,1003,love,2020-04-07T03:33:41
101454,100451,1482,love,2020-10-11T14:11:40
101455,100459,1374,sad,2020-08-08T20:49:08
101456,100646,1498,like,2020-02-04T07:33:22
101457,101663,1000,angry,2020-08-14T06:33:37
101458,100179,1160,wow,2020-08-22T14:56:40
101459,100233,1382,love,2020-06-08T19:47:10
101460,101329,1204,angry,2020-11-24T09:53:03
101461,101283,1442,love,2020-09-23T16:59:48
101462,101561,1040,love,2020-10-17T08:57:28
101463,101230,1407,sad,2020-09-09T23:27:10
101464,100759,1048,laugh,2020-08-06T05:22:02
101465,101545,1109,laugh,2020-04-04T14:12:23
101466,100584,1001,angry,2020-10-13T09:17:44
101467,100826,1387,wow,2020-03-09T11:05:42
101468,101647,1058,like,2020-02-14T14:13:09
101469,101369,1022,love,2020-12-27T13:24:24
101470,100164,1297,laugh,2020-05-10T19:52:28
101471,101967,1154,angry,2020-04-15T22:08:10
101472,100584,1487,wow,2020-10-27T22:14:54
101473,100268,1032,love,2020-10-05T06:35:22
101474,100912,1383,love,2020-05-17T16:13:53
101475,100664,1006,love,2020-03-02T23:33:22
101476,101405,1332,angry,2020-08-30T10:02:05
101477,100035,1349,laugh,2020-08-03T17:42:59
101478,101021,1410,sad,2020-07-05T00:10:42
101479,100412,1495,laugh,2020-05-24T12:11:59
101480,100592,1036,sad,2020-12-15T04:34:42
101481,101582,1290,like,2020-07-30T22:31:07
101482,100517,1061,love,2020-10-31T00:37:06
101483,100632,1296,love,2020-11-12T21:09:12
101484,100322,1320,like,2020-06-09T13:59:49
101485,100045,1424,angry,2020-10-30T14:54:06
101486,101269,1363,wow,2020-04-13T05:59:21
101487,101010,1130,wow,2020-11-23T06:54:50
101488,101616,1365,like,2020-02-23T08:35:38
101489,101833,1280,sad,2020-12-21T02:24:24
101490,101318,1242,love,2020-10-04T10:45:20
101491,100334,1029,laugh,2020-09-28T01:06:29
101492,101254,1482,wow,2020-03-11T10:56:25
101493,101088,1372,laugh,2020-02-20T03:14:30
101494,101919,1234,angry,2020-06-05T09:07:37
101495,101336,1142,sad,2020-06-24T19:19:33
101496,100028,1295,wow,2020-01-17T21:48:38
101497,100813,1275,like,2020-05-13T00:43:49
101498,101222,1421,love,2020-02-29T20:04:52
101499,100809,1181,wow,2020-08-18T01:57:23
101500,101989,1460,love,2020-03-18T01:16:44
101501,100022,1171,sad,2020-10-15T12:55:23
101502,101865,1025,laugh,2020-11-28T06:28:55
101503,101292,1007,like,2020-04-26T05:00:06
101504,101322,1130,like,2020-01-07T23:50:06
101505,101960,1081,wow,2020-03-24T14:13:59
101506,100656,1059,wow,2020-05-16T07:16:45
101507,100585,1281,laugh,2020-03-31T08:21:08
101508,100761,1353,wow,2020-08-07T02:37:28
101509,101504,1425,love,2020-10-04T16:16:24
101510,101497,1182,angry,2020-06-28T07:51:25
101511,101510,1262,wow,2020-08-18T17:16:55
101512,101178,1069,like,2020-03-06T04:18:13
101513,100938,1436,like,2020-06-22T06:29:16
101514,101515,1335,love,2020-07-01T02:00:39
101515,100912,1014,wow,2020-05-15T09:51:01
101516,100301,1054,love,2020-05-12T03:28:21
101517,100153,1466,sad,2020-02-25T10:53:12
101518,100619,1463,wow,2020-10-02T07:46:24
101519,101247,1338,love,2020-02-02T18:10:16
101520,100915,1264,angry,2020-10-22T10:48:43
101521,100180,1235,like,2020-03-11T02:01:44
101522,101145,1387,laugh,2020-02-22T08:06:44
101523,101787,1248,like,2020-08-01T00:36:22
101524,101700,1041,laugh,2020-06-05T00:59:10
101525,101095,1434,sad,2020-07-13T00:32:19
101526,100114,1195,love,2020-08-01T17:36:15
101527,100064,1217,like,2020-02-28T14:03:06
101528,101984,1251,love,2020-02-03T09:39:36
101529,101215,1416,angry,2020-03-27T15:37:03
101530,100594,1302,love,2020-07-30T11:23:26
101531,101046,1426,laugh,2020-05-23T02:37:10
101532,101815,1229,angry,2020-02-13T23:02:52
101533,101377,1182,wow,2020-03-07T05:31:38
101534,101273,1117,sad,2020-02-21T15:50:36
101535,101671,1294,wow,2020-10-04T21:11:41
101536,101840,1443,sad,2020-12-22T05:08:23
101537,101850,1188,sad,2020-01-02T13:56:39
101538,100307,1470,wow,2020-12-20T22:00:30
101539,100500,1078,sad,2020-04-25T18:06:36
101540,100824,1131,wow,2020-05-30T19:15:29
101541,101701,1062,sad,2020-03-25T21:46:14
101542,101610,1463,sad,2020-04-25T08:12:28
101543,101192,1324,angry,2020-10-15T16:18:22
101544,101791,1372,like,2020-11-30T06:06:57
101545,101163,1163,love,2020-11-10T17:29:09
101546,101478,1364,like,2020-02-10T17:15:28
101547,100865,1332,wow,2020-02-28T03:49:14
101548,101537,1332,laugh,2020-11-16T18:30:19
101549,101856,1251,angry,2020-07-24T12:46:48
101550,101208,1327,angry,2020-07-02T01:38:15
101551,101804,1219,angry,2020-06-22T01:36:32
101552,101560,1252,love,2020-02-25T20:42:26
101553,101956,1301,sad,2020-11-15T10:44:16
101554,101091,1469,sad,2020-05-15T06:58:34
101555,100054,1315,angry,2020-10-29T13:50:49
101556,100994,1456,love,2020-06-19T01:58:22
101557,101888,1022,laugh,2020-06-27T02:23:21
101558,101031,1328,like,2020-03-06T17:23:12
101559,100447,1091,angry,2020-11-29T22:54:56
101560,100010,1081,angry,2020-02-15T13:06:22
101561,101414,1179,sad,2020-03-19T22:02:18
101562,100447,1276,laugh,2020-08-19T04:34:16
101563,101571,1449,love,2020-05-29T18:23:27
