follower_id,followed_id,followed_ts
1323,1289,2020-10-17T12:00:16
1104,1363,2020-10-01T07:17:51
1080,1191,2020-04-20T07:55:08
1219,1314,2020-11-21T00:23:43
1249,1283,2020-02-26T19:28:48
1050,1489,2020-03-22T13:47:49
1302,1461,2020-06-12T12:05:49
1461,1206,2020-08-24T00:43:24
1157,1076,2020-05-15T22:44:23
1007,1465,2020-03-31T17:02:04
1139,1273,2020-01-07T07:20:52
1013,1167,2020-06-12T17:03:45
1460,1016,2020-05-08T12:38:50
1345,1120,2020-04-08T01:47:52
1286,1295,2020-10-23T09:14:27
1269,1484,2020-04-13T19:05:46
1219,1490,2020-05-14T19:11:32
1157,1353,2020-01-12T15:57:39
1234,1324,2020-09-10T14:21:00
1491,1005,2020-07-31T12:12:17
1064,1264,2020-05-18T19:06:05
1040,1229,2020-12-17T00:31:00
1482,1474,2020-10-15T22:37:30
1312,1005,2020-01-15T05:10:08
1482,1107,2020-11-29T04:29:12
1079,1395,2020-01-26T09:55:49
1240,1305,2020-05-26T16:40:53
1375,1226,2020-04-06T20:51:31
1478,1457,2020-01-22T14:45:52
1459,1259,2020-03-01T06:11:27
1247,1469,2020-02-11T02:03:34
1166,1391,2020-09-26T07:52:43
1258,1144,2020-06-03T19:46:34
1132,1016,2020-02-27T23:49:46
1329,1483,2020-07-19T17:00:06
1007,1336,2020-05-12T11:58:31
1246,1428,2020-02-07T18:39:22
1289,1278,2020-06-28T20:09:24
1000,1136,2020-01-22T13:34:26
1164,1185,2020-12-07T09:57:54
1262,1302,2020-12-01T20:59:40
1108,1147,2020-06-09T17:42:51
1298,1046,2020-02-29T04:56:55
1396,1492,2020-07-14T14:52:41
1070,1350,2020-04-04T01:08:57
1400,1312,2020-06-02T06:36:17
1421,1303,2020-11-04T20:19:37
1421,1404,2020-12-15T18:03:29
1302,1343,2020-01-24T20:18:07
1348,1094,2020-08-28T05:20:19
1383,1490,2020-03-11T16:46:06
1210,1441,2020-05-22T04:37:10
1166,1124,2020-03-28T22:27:17
1444,1212,2020-02-20T00:51:29
1373,1120,2020-11-26T22:17:12
1329,1475,2020-10-04T10:30:11
1347,1202,2020-05-25T21:55:04
1261,1133,2020-05-18T10:11:04
1203,1248,2020-04-28T21:04:24
1166,1119,2020-04-26T01:33:22
1143,1417,2020-03-22T23:15:46
1047,1358,2020-04-10T05:02:32
1013,1036,2020-09-28T12:58:40
1486,1436,2020-08-13T11:14:47
1172,1166,2020-04-18T01:13:38
1074,1234,2020-10-05T00:59:04
1478,1224,2020-08-24T04:32:30
1106,1264,2020-01-10T09:57:00
1454,1488,2020-06-01T04:16:03
1033,1410,2020-12-28T17:30:41
1056,1116,2020-11-16T17:39:53
1086,1279,2020-11-26T16:03:10
1368,1196,2020-05-03T10:55:51
1363,1235,2020-02-12T05:27:29
1391,1035,2020-10-27T06:50:11
1018,1486,2020-03-15T17:26:15
1313,1035,2020-09-27T11:42:30
1307,1003,2020-02-19T18:49:00
1057,1148,2020-12-28T12:27:44
1362,1019,2020-11-07T07:42:33
1258,1200,2020-08-24T16:27:50
1088,1037,2020-01-27T08:26:31
1101,1201,2020-10-21T21:43:14
1224,1380,2020-04-22T10:08:52
1432,1039,2020-05-22T22:52:25
1404,1397,2020-04-20T06:55:21
1472,1497,2020-02-20T08:36:27
1137,1094,2020-05-29T08:00:59
1225,1452,2020-07-09T00:07:39
1384,1002,2020-08-22T18:23:37
1434,1145,2020-08-23T19:31:40
1471,1304,2020-11-26T08:28:18
1039,1390,2020-11-07T15:33:40
1358,1201,2020-05-03T07:58:30
1208,1416,2020-07-24T19:21:16
1322,1216,2020-06-27T02:08:29
1320,1300,2020-07-24T18:44:35
1395,1306,2020-11-13T11:24:02
1194,1268,2020-01-01T21:20:58
1479,1256,2020-11-30T05:10:45
1075,1427,2020-05-16T05:16:39
1129,1110,2020-05-15T10:22:18
1268,1285,2020-05-13T13:03:54
1300,1062,2020-05-27T13:56:52
1052,1422,2020-11-07T16:24:34
1026,1085,2020-06-01T07:40:09
1188,1139,2020-01-30T18:00:56
1344,1316,2020-05-08T10:17:33
1041,1260,2020-12-19T06:01:10
1072,1007,2020-04-03T13:25:32
1155,1058,2020-01-01T05:18:45
1474,1497,2020-04-25T04:32:12
1388,1051,2020-05-28T04:23:26
1164,1082,2020-10-30T16:54:10
1299,1219,2020-01-23T10:01:32
1486,1139,2020-05-07T11:35:33
1147,1425,2020-12-16T23:47:13
1154,1389,2020-10-22T23:11:42
1465,1282,2020-10-17T12:49:23
1326,1044,2020-07-05T06:22:30
1498,1386,2020-04-25T04:06:51
1336,1369,2020-02-22T20:39:13
1045,1046,2020-12-09T08:17:36
1189,1439,2020-07-18T04:03:31
1149,1036,2020-02-20T05:57:26
1034,1383,2020-07-26T12:25:27
1215,1181,2020-06-17T22:00:49
1030,1143,2020-10-28T07:50:32
1073,1052,2020-09-12T23:22:29
1482,1367,2020-08-02T15:34:09
1069,1377,2020-09-01T12:15:08
1271,1291,2020-10-16T11:05:23
1460,1051,2020-11-14T11:35:43
1391,1439,2020-11-26T15:05:25
1244,1433,2020-02-02T17:28:56
1234,1027,2020-02-18T07:50:21
1106,1417,2020-05-10T10:46:30
1135,1401,2020-03-10T20:34:17
1123,1152,2020-08-12T00:10:23
1464,1186,2020-05-05T17:23:27
1391,1252,2020-06-20T17:12:20
1081,1251,2020-05-20T09:35:06
1308,1498,2020-07-13T21:01:26
1315,1110,2020-04-17T18:22:49
1347,1138,2020-08-12T17:09:37
1090,1228,2020-06-14T02:36:16
1259,1139,2020-09-05T04:42:01
1258,1369,2020-04-14T18:50:02
1363,1273,2020-04-26T11:28:10
1225,1423,2020-01-15T02:38:18
1267,1321,2020-09-04T13:21:40
1064,1201,2020-09-21T17:12:58
1100,1336,2020-08-16T00:27:52
1085,1276,2020-01-27T18:09:47
1338,1209,2020-05-31T20:37:18
1452,1221,2020-12-15T13:16:47
1316,1093,2020-06-19T10:05:10
1231,1029,2020-11-14T16:06:20
1349,1223,2020-10-07T23:28:44
1023,1183,2020-09-01T21:58:06
1018,1473,2020-06-29T07:54:34
1011,1165,2020-11-12T07:52:51
1223,1321,2020-12-23T22:34:41
1169,1365,2020-12-29T20:30:55
1371,1457,2020-03-04T23:32:18
1258,1314,2020-10-04T21:10:41
1059,1325,2020-05-06T14:27:15
1049,1309,2020-05-04T01:07:49
1367,1151,2020-05-04T07:25:59
1005,1348,2020-04-30T03:26:00
1278,1491,2020-12-01T08:53:16
1261,1283,2020-04-07T18:38:25
1015,1016,2020-04-26T03:56:07
1123,1216,2020-11-06T12:43:09
1297,1089,2020-08-16T18:56:30
1285,1215,2020-03-24T18:50:54
1227,1260,2020-11-10T07:47:02
1155,1372,2020-07-05T23:20:57
1079,1310,2020-02-19T01:03:07
1328,1309,2020-04-08T08:13:25
1032,1356,2020-12-19T01:35:31
1057,1062,2020-01-05T17:42:21
1239,1322,2020-09-27T07:22:28
1420,1100,2020-03-25T12:26:00
1321,1374,2020-09-26T06:28:47
1212,1314,2020-07-18T05:32:46
1212,1440,2020-02-28T19:58:46
1226,1078,2020-01-15T13:18:52
1266,1376,2020-09-15T00:45:48
1189,1496,2020-07-11T20:23:14
1398,1097,2020-09-03T21:16:19
1122,1073,2020-06-24T08:31:36
1065,1340,2020-07-18T23:20:42
1230,1475,2020-06-06T02:11:25
1266,1308,2020-02-14T12:20:43
1419,1249,2020-10-07T00:04:05
1215,1192,2020-04-05T06:00:26
1493,1318,2020-03-10T07:55:59
1414,1270,2020-01-03T12:02:21
1455,1466,2020-06-25T20:30:30
1383,1475,2020-01-14T23:37:23
1144,1339,2020-10-16T05:59:19
1116,1290,2020-05-08T15:21:37
1459,1069,2020-10-19T17:25:30
1129,1004,2020-07-20T07:07:39
1101,1133,2020-11-14T10:35:50
1200,1308,2020-10-09T13:14:14
1446,1111,2020-03-31T19:44:45
1061,1354,2020-09-23T01:21:36
1485,1329,2020-01-15T20:53:59
1260,1448,2020-09-09T09:43:29
1327,1467,2020-01-13T05:03:33
1181,1332,2020-10-29T02:46:36
1047,1434,2020-03-31T09:53:53
1372,1138,2020-11-06T13:01:44
1488,1480,2020-02-27T22:15:28
1336,1284,2020-05-29T02:33:00
1398,1219,2020-07-26T07:34:02
1061,1431,2020-07-30T15:11:07
1214,1004,2020-12-02T02:57:18
1197,1045,2020-07-22T13:40:43
1089,1040,2020-09-17T07:57:00
1292,1003,2020-09-18T11:20:48
1264,1398,2020-08-06T07:40:37
1155,1474,2020-07-27T20:40:26
1050,1389,2020-05-26T12:45:25
1390,1244,2020-06-05T22:32:33
1291,1211,2020-08-20T20:11:59
1326,1078,2020-05-24T14:51:27
1037,1142,2020-11-30T18:25:14
1307,1079,2020-12-26T12:54:16
1205,1168,2020-08-28T13:44:19
1219,1394,2020-08-10T07:28:46
1423,1446,2020-06-04T03:12:58
1451,1349,2020-12-11T11:37:18
1366,1264,2020-04-30T18:03:26
1485,1105,2020-12-15T11:22:37
1156,1413,2020-08-04T17:43:33
1470,1203,2020-03-25T00:58:04
1065,1452,2020-04-29T20:05:00
1338,1299,2020-08-12T19:24:39
1132,1286,2020-03-22T11:37:17
1234,1199,2020-06-28T03:25:37
1291,1207,2020-10-29T01:44:51
1022,1358,2020-05-15T19:14:09
1291,1136,2020-07-23T02:04:07
1422,1106,2020-04-22T16:15:23
1318,1104,2020-08-17T21:43:53
1490,1076,2020-08-14T10:44:31
1039,1473,2020-06-08T20:35:10
1346,1054,2020-05-26T12:29:37
1152,1091,2020-09-10T07:06:13
1392,1094,2020-12-14T20:11:29
1109,1296,2020-11-20T06:39:21
1165,1380,2020-12-26T21:37:43
1070,1272,2020-11-07T01:55:04
1312,1266,2020-09-25T02:24:17
1431,1102,2020-02-15T10:44:40
1177,1037,2020-12-15T04:50:28
1091,1468,2020-12-03T17:10:50
1351,1460,2020-02-20T04:40:35
1425,1017,2020-04-15T03:58:20
1298,1138,2020-06-29T00:30:59
1121,1462,2020-08-20T07:23:12
1030,1068,2020-11-04T02:29:07
1457,1235,2020-07-05T23:49:10
1015,1411,2020-11-07T00:31:14
1328,1450,2020-02-01T03:06:53
1277,1019,2020-09-13T19:47:38
1373,1166,2020-02-27T21:08:56
1050,1365,2020-01-19T08:51:34
1333,1014,2020-10-20T11:22:21
1283,1409,2020-03-11T22:32:30
1232,1417,2020-04-04T21:08:47
1194,1472,2020-06-25T12:12:35
1030,1272,2020-05-24T03:13:35
1049,1227,2020-03-09T22:26:46
1362,1454,2020-04-06T10:40:17
1001,1320,2020-03-12T16:32:16
1445,1134,2020-05-18T22:02:33
1472,1099,2020-09-10T22:08:21
1004,1311,2020-12-18T20:37:02
1440,1326,2020-10-05T01:33:19
1353,1397,2020-05-10T21:06:13
1046,1107,2020-09-11T08:52:08
1098,1360,2020-02-19T21:16:07
1338,1276,2020-02-18T13:34:15
1394,1395,2020-08-01T08:47:54
1385,1451,2020-01-16T00:32:30
1406,1121,2020-03-03T00:48:58
1061,1023,2020-04-11T03:16:19
1439,1232,2020-07-30T09:18:00
1104,1239,2020-06-09T01:01:11
1287,1414,2020-01-30T12:19:24
1282,1023,2020-12-13T19:25:40
1318,1306,2020-05-31T13:23:51
1150,1417,2020-04-04T14:52:25
1406,1409,2020-05-09T00:11:23
1125,1465,2020-01-02T07:52:37
1154,1060,2020-05-17T07:15:27
1026,1187,2020-08-18T21:52:32
1081,1005,2020-06-03T20:23:15
1384,1363,2020-04-05T22:16:04
1457,1261,2020-11-26T05:59:58
1316,1110,2020-12-30T03:59:06
1084,1321,2020-08-29T01:52:56
1180,1338,2020-06-15T12:03:12
1469,1175,2020-04-04T01:15:36
1345,1225,2020-01-25T16:55:06
1367,1064,2020-01-02T21:47:45
1031,1382,2020-09-03T07:52:26
1003,1331,2020-05-09T13:39:45
1021,1103,2020-10-31T03:58:00
1168,1059,2020-03-19T13:49:39
1056,1157,2020-01-18T00:53:30
1408,1310,2020-06-18T07:47:52
1442,1248,2020-05-17T22:43:46
1382,1425,2020-08-28T22:09:46
1155,1062,2020-07-29T03:04:21
1035,1208,2020-05-05T17:25:35
1305,1108,2020-12-14T07:00:42
1378,1198,2020-08-01T22:58:01
1287,1053,2020-06-15T20:58:18
1194,1077,2020-08-27T06:30:47
1192,1447,2020-02-28T00:31:40
1457,1022,2020-11-26T05:12:41
1297,1119,2020-06-05T02:34:52
1223,1391,2020-04-03T15:12:15
1129,1137,2020-09-14T00:48:58
1465,1211,2020-06-14T17:39:59
1016,1048,2020-06-17T23:42:30
1092,1054,2020-11-10T06:57:36
1477,1024,2020-05-11T12:46:31
1042,1035,2020-01-06T23:10:54
1041,1070,2020-06-26T10:07:12
1001,1431,2020-09-07T23:58:10
1181,1205,2020-07-11T17:15:29
1241,1461,2020-12-17T00:59:44
1386,1285,2020-09-17T20:32:09
1335,1214,2020-01-19T15:10:28
1070,1320,2020-11-12T22:20:22
1048,1015,2020-12-16T12:06:23
1115,1027,2020-07-12T09:20:41
1374,1472,2020-10-07T10:57:59
1462,1291,2020-06-12T11:27:06
1182,1066,2020-04-16T02:21:42
1371,1276,2020-10-29T23:46:24
1138,1450,2020-03-27T19:51:19
1149,1398,2020-05-02T22:58:20
1329,1446,2020-05-05T13:18:28
1397,1144,2020-08-16T22:02:46
1260,1269,2020-04-28T15:41:40
1219,1145,2020-06-02T20:41:03
1165,1206,2020-10-23T09:05:22
1006,1184,2020-09-17T12:10:05
1352,1421,2020-03-11T15:21:10
1218,1483,2020-07-24T12:47:33
1393,1465,2020-08-29T06:02:04
1304,1120,2020-09-27T19:21:26
1354,1343,2020-11-01T16:47:35
1147,1178,2020-06-17T12:18:02
1311,1039,2020-06-18T00:01:54
1418,1434,2020-06-28T00:57:01
1449,1216,2020-12-29T10:17:15
1482,1018,2020-08-01T05:32:16
1359,1112,2020-12-15T08:59:01
1225,1200,2020-12-01T00:21:41
1455,1306,2020-02-26T16:59:10
1216,1166,2020-12-06T02:26:26
1044,1419,2020-07-08T19:22:44
1232,1279,2020-06-01T10:05:46
1009,1250,2020-09-04T06:09:57
1460,1421,2020-04-25T11:21:35
1330,1094,2020-09-27T05:03:23
1295,1483,2020-11-15T03:39:21
1380,1199,2020-03-18T03:33:38
1231,1404,2020-07-22T00:57:24
1003,1417,2020-08-15T20:15:44
1445,1125,2020-02-25T12:55:32
1454,1464,2020-12-22T18:01:42
1190,1421,2020-06-09T00:22:36
1048,1153,2020-07-22T11:47:40
1125,1322,2020-01-18T08:16:56
1272,1314,2020-03-31T20:14:28
1210,1143,2020-10-22T03:23:56
1250,1088,2020-07-30T04:13:11
1159,1452,2020-07-08T20:22:05
1220,1438,2020-03-01T08:09:15
1461,1223,2020-05-05T03:55:49
1183,1191,2020-03-10T13:23:59
1209,1263,2020-10-13T20:18:02
1123,1240,2020-01-02T20:09:10
1225,1493,2020-04-14T08:49:43
1053,1165,2020-12-11T16:23:47
1199,1434,2020-11-27T15:52:55
1486,1150,2020-02-06T16:53:39
1152,1121,2020-06-14T21:13:42
1003,1415,2020-02-06T11:12:34
1352,1236,2020-07-08T05:20:02
1299,1338,2020-07-20T08:23:41
1046,1405,2020-11-04T22:33:42
1174,1229,2020-06-02T19:29:08
1292,1341,2020-02-28T02:41:19
1485,1154,2020-09-27T00:31:52
1475,1384,2020-12-17T04:47:28
1321,1317,2020-09-27T18:22:00
1379,1012,2020-08-26T02:15:54
1189,1383,2020-02-19T21:06:27
1418,1007,2020-05-13T16:31:59
1463,1120,2020-09-04T00:42:52
1250,1193,2020-01-13T11:40:49
1494,1461,2020-11-25T12:44:26
1496,1461,2020-08-12T15:42:54
1165,1053,2020-04-18T03:48:05
1146,1148,2020-09-02T13:06:32
1465,1273,2020-02-16T06:03:17
1247,1235,2020-09-23T04:51:23
1010,1341,2020-08-26T06:07:24
1287,1131,2020-11-06T05:36:33
1216,1413,2020-09-28T06:41:29
1139,1208,2020-09-09T16:55:38
1007,1243,2020-12-09T03:53:45
1218,1014,2020-09-26T08:21:32
1191,1042,2020-10-18T18:07:11
1216,1322,2020-07-16T07:15:48
1190,1092,2020-05-18T02:32:29
1496,1216,2020-10-21T02:53:50
1209,1227,2020-01-08T19:01:05
1361,1447,2020-03-29T01:29:59
1453,1334,2020-07-09T22:22:32
1020,1432,2020-08-21T00:16:36
1073,1041,2020-03-24T18:05:50
1240,1261,2020-12-18T02:59:32
1083,1297,2020-07-12T19:11:55
1198,1095,2020-05-20T05:41:24
1247,1280,2020-08-15T17:48:58
1014,1295,2020-08-22T12:34:35
1426,1121,2020-11-27T09:47:12
1349,1319,2020-03-21T21:40:05
1323,1074,2020-10-15T03:13:43
1118,1111,2020-04-24T02:55:16
1027,1096,2020-09-03T21:16:43
1255,1344,2020-06-25T22:13:19
1031,1235,2020-08-23T04:13:16
1045,1497,2020-03-15T00:30:23
1359,1087,2020-05-07T16:46:19
1198,1022,2020-11-09T13:16:23
1316,1251,2020-04-22T09:13:02
1464,1134,2020-03-16T07:28:41
1425,1119,2020-11-29T18:47:06
1393,1021,2020-09-30T22:54:26
1254,1389,2020-01-06T13:05:41
1126,1310,2020-11-25T17:14:56
1022,1433,2020-03-19T19:06:52
1353,1187,2020-06-06T15:23:29
1408,1283,2020-05-27T07:53:08
1222,1483,2020-04-27T20:57:52
1373,1339,2020-05-23T19:11:25
1057,1308,2020-08-27T02:10:10
1015,1016,2020-12-09T17:53:37
1166,1146,2020-12-23T12:54:07
1444,1146,2020-02-13T17:23:47
1086,1393,2020-04-03T11:28:02
1083,1004,2020-11-11T23:42:48
1115,1413,2020-01-03T04:21:18
1260,1077,2020-06-03T21:53:37
1003,1208,2020-02-25T10:17:51
1428,1373,2020-03-10T09:35:28
1041,1374,2020-02-07T20:35:11
1042,1122,2020-08-17T23:28:20
1100,1211,2020-07-25T22:39:53
1389,1451,2020-06-01T19:12:35
1194,1238,2020-11-13T23:58:52
1351,1015,2020-09-19T03:56:46
1445,1101,2020-08-04T22:44:59
1353,1247,2020-12-10T13:47:42
1287,1265,2020-12-12T07:58:31
1448,1089,2020-12-23T00:53:30
1499,1116,2020-03-18T11:57:06
1385,1065,2020-09-28T17:19:14
1176,1320,2020-12-04T01:15:02
1479,1066,2020-09-02T03:32:43
1302,1178,2020-09-15T13:13:14
1151,1298,2020-04-07T00:21:18
1117,1199,2020-01-17T04:57:20
1168,1054,2020-12-19T15:04:58
1179,1197,2020-05-25T20:48:35
1493,1162,2020-03-05T23:36:22
1381,1032,2020-02-26T05:25:01
1196,1321,2020-07-31T05:39:36
1131,1420,2020-01-01T17:19:47
1308,1011,2020-01-17T04:02:42
1236,1079,2020-08-20T04:02:59
1178,1149,2020-06-01T08:00:29
1253,1480,2020-02-21T00:31:17
1250,1006,2020-07-05T10:40:06
1009,1110,2020-09-22T13:37:36
1319,1427,2020-09-20T05:18:46
1401,1129,2020-01-20T04:47:53
1282,1366,2020-03-11T16:38:52
1138,1246,2020-05-02T04:57:13
1432,1319,2020-08-22T23:45:50
1463,1061,2020-05-24T04:02:15
1328,1142,2020-01-18T19:50:33
1436,1115,2020-09-08T06:06:36
1182,1034,2020-11-18T18:04:40
1138,1000,2020-11-02T02:10:31
1108,1340,2020-06-06T14:27:38
1027,1286,2020-09-16T20:54:15
1285,1132,2020-04-11T09:06:44
1191,1362,2020-12-12T20:49:24
1000,1263,2020-02-02T11:23:27
1403,1486,2020-08-20T01:24:30
1304,1060,2020-11-20T08:51:32
1321,1346,2020-12-16T06:36:39
1000,1345,2020-10-31T05:44:22
1364,1135,2020-05-16T09:42:16
1147,1165,2020-04-17T16:53:06
1182,1019,2020-06-12T03:26:24
1093,1110,2020-09-22T18:47:59
1229,1278,2020-07-17T23:59:21
1123,1177,2020-04-27T10:05:58
1033,1377,2020-10-03T10:52:23
1347,1407,2020-10-31T07:37:59
1496,1365,2020-11-06T16:39:17
1162,1279,2020-05-29T10:59:46
1243,1310,2020-12-09T05:18:27
1082,1253,2020-04-15T18:11:16
1181,1290,2020-03-10T16:14:39
1042,1070,2020-02-14T09:18:36
1279,1233,2020-04-30T00:40:44
1461,1038,2020-08-09T01:41:20
1376,1397,2020-03-27T07:32:44
1326,1046,2020-08-29T01:48:00
1395,1334,2020-09-23T01:28:34
1140,1388,2020-12-29T19:43:29
1131,1290,2020-09-10T07:20:02
1411,1106,2020-12-26T13:15:50
1362,1445,2020-07-16T21:46:37
1216,1009,2020-11-25T06:17:10
1487,1344,2020-12-24T07:30:57
1198,1418,2020-01-11T17:17:43
1401,1431,2020-05-14T06:09:08
1029,1443,2020-03-07T01:07:20
1426,1108,2020-08-18T20:56:43
1431,1282,2020-09-01T11:18:32
1229,1165,2020-12-09T19:51:07
1185,1272,2020-08-17T20:50:21
1139,1394,2020-12-10T16:06:34
1240,1065,2020-06-03T10:26:49
1072,1347,2020-10-05T20:27:23
1071,1466,2020-07-25T17:47:36
1256,1264,2020-04-28T04:35:35
1398,1347,2020-10-23T03:10:13
1437,1096,2020-03-03T06:57:31
1103,1068,2020-03-06T17:20:06
1228,1318,2020-11-27T06:49:02
1357,1246,2020-09-14T22:34:45
1445,1013,2020-10-03T14:32:25
1307,1432,2020-06-12T07:33:39
1375,1335,2020-03-06T18:19:08
1310,1416,2020-10-21T12:28:51
1294,1185,2020-05-24T19:49:07
1273,1348,2020-01-27T11:40:38
1463,1269,2020-09-03T03:29:16
1031,1047,2020-01-05T18:03:04
1004,1233,2020-01-31T03:15:57
1053,1145,2020-10-26T02:49:02
1301,1028,2020-10-14T07:25:30
1298,1445,2020-12-11T07:22:47
1246,1389,2020-06-24T22:22:34
1302,1233,2020-05-01T10:44:47
1329,1410,2020-09-28T12:38:24
1479,1302,2020-09-17T21:04:07
1035,1464,2020-12-12T11:12:33
1132,1030,2020-01-20T01:12:08
1433,1435,2020-04-23T02:08:20
1092,1010,2020-04-07T14:06:07
1199,1225,2020-03-27T04:43:58
1490,1442,2020-10-12T12:28:29
1482,1027,2020-03-05T16:39:55
1295,1461,2020-06-05T13:52:11
1499,1277,2020-05-14T09:55:54
1166,1466,2020-09-28T14:07:23
1413,1029,2020-11-23T06:31:03
1185,1155,2020-07-24T12:00:45
1059,1193,2020-12-12T14:20:09
1462,1268,2020-09-10T13:31:59
1056,1046,2020-11-19T20:29:53
1391,1186,2020-05-16T04:44:10
1319,1379,2020-08-07T07:13:52
1153,1348,2020-12-11T23:22:15
1382,1167,2020-08-03T08:14:59
1372,1369,2020-11-09T19:10:58
1374,1006,2020-11-04T00:10:31
1448,1143,2020-10-17T22:06:05
1340,1339,2020-09-04T02:10:16
1069,1379,2020-05-01T18:26:49
1243,1116,2020-10-02T13:52:11
1097,1480,2020-10-17T05:25:39
1259,1079,2020-05-18T05:07:17
1163,1230,2020-08-22T08:09:00
1211,1086,2020-07-17T07:33:37
1411,1390,2020-03-28T14:55:35
1287,1140,2020-02-06T05:40:29
1097,1133,2020-08-13T18:36:24
1102,1165,2020-09-09T04:46:23
1247,1059,2020-11-10T07:30:08
1046,1140,2020-01-16T22:04:14
1259,1099,2020-07-12T03:08:51
1425,1330,2020-04-24T13:20:19
1354,1152,2020-03-13T22:51:56
1015,1164,2020-09-17T05:35:29
1008,1060,2020-06-05T11:05:23
1300,1150,2020-01-30T03:31:19
1011,1161,2020-03-10T20:44:36
1094,1107,2020-01-17T05:43:19
1202,1243,2020-06-09T11:37:23
1448,1287,2020-12-17T12:41:04
1093,1045,2020-12-01T13:47:25
1486,1056,2020-09-29T20:53:27
1080,1468,2020-08-12T12:09:42
1051,1063,2020-01-22T03:56:14
1294,1209,2020-05-03T11:14:13
1431,1169,2020-08-09T01:38:25
1306,1001,2020-07-03T21:39:58
1231,1328,2020-04-12T13:41:15
1366,1230,2020-05-26T08:14:18
1020,1081,2020-10-16T21:59:39
1483,1086,2020-08-26T15:11:21
1202,1462,2020-10-19T09:17:16
1391,1340,2020-02-26T08:49:09
1472,1337,2020-08-23T11:52:22
1462,1266,2020-08-27T13:48:01
1254,1143,2020-07-29T05:45:15
1206,1129,2020-03-28T19:31:38
1215,1033,2020-03-30T12:23:38
1411,1377,2020-02-27T07:19:37
1410,1321,2020-12-16T22:40:40
1426,1316,2020-11-30T20:53:27
1424,1434,2020-06-02T16:21:32
1489,1409,2020-03-11T19:25:37
1184,1351,2020-12-25T02:39:06
1382,1304,2020-10-20T23:26:41
1369,1257,2020-05-22T02:53:06
1482,1007,2020-11-29T00:48:39
1391,1420,2020-09-18T15:05:20
1369,1056,2020-11-29T19:31:35
1392,1338,2020-08-13T08:26:36
1395,1191,2020-12-12T00:23:07
1167,1319,2020-07-28T13:42:13
1444,1480,2020-09-28T19:01:58
1028,1040,2020-11-01T12:47:11
1280,1305,2020-04-19T05:02:12
1207,1445,2020-07-11T05:12:45
1172,1122,2020-06-15T21:59:30
1068,1484,2020-06-07T02:48:14
1218,1257,2020-06-04T02:03:12
1085,1466,2020-06-11T22:35:41
1006,1117,2020-02-01T16:45:52
1230,1334,2020-04-12T14:09:03
1051,1446,2020-02-12T20:10:49
1190,1261,2020-02-24T19:04:10
1391,1054,2020-05-27T11:06:26
1401,1148,2020-03-30T20:21:55
1079,1155,2020-11-16T15:54:10
1018,1189,2020-12-30T19:50:39
1242,1359,2020-03-27T16:35:25
1156,1478,2020-12-02T07:20:09
1407,1081,2020-08-12T14:10:52
1432,1121,2020-04-28T21:32:27
1024,1229,2020-06-27T07:31:32
1398,1143,2020-08-24T16:45:47
1414,1142,2020-06-14T04:25:05
1373,1124,2020-08-16T10:26:00
1432,1391,2020-08-26T05:01:53
1389,1133,2020-06-06T09:47:34
1401,1300,2020-08-31T21:10:36
1162,1063,2020-04-09T07:13:00
1410,1068,2020-04-11T23:05:44
1133,1246,2020-11-02T21:26:59
1490,1324,2020-12-22T11:02:42
1389,1170,2020-05-12T20:16:44
1452,1144,2020-04-29T05:20:37
1089,1404,2020-12-09T07:08:26
1395,1189,2020-02-23T14:17:53
1234,1283,2020-01-22T05:44:32
1060,1265,2020-03-10T09:05:41
1269,1291,2020-11-09T18:16:50
1257,1131,2020-11-27T10:28:29
1170,1125,2020-08-13T07:59:29
1491,1009,2020-05-28T05:24:23
1391,1280,2020-01-26T01:19:44
1042,1120,2020-01-26T20:21:50
1181,1222,2020-06-07T15:02:01
1416,1122,2020-04-17T20:19:51
1224,1031,2020-05-07T15:20:55
1387,1363,2020-01-20T07:24:25
1495,1389,2020-10-02T12:01:52
1186,1425,2020-09-03T10:42:35
1011,1126,2020-05-13T13:15:24
1446,1155,2020-12-07T18:15:27
1205,1319,2020-07-07T02:17:31
1217,1467,2020-09-09T02:39:16
1239,1296,2020-07-06T14:05:13
1196,1337,2020-07-15T03:24:19
1218,1455,2020-11-15T21:01:30
1159,1066,2020-07-01T03:55:22
1174,1397,2020-03-26T11:37:28
1444,1197,2020-05-21T08:43:20
1116,1342,2020-06-15T23:59:32
1448,1203,2020-06-05T15:30:29
1325,1377,2020-06-11T09:57:06
1426,1253,2020-07-31T00:07:40
1298,1114,2020-01-10T20:49:58
1242,1360,2020-08-01T22:25:38
1319,1003,2020-05-29T18:34:12
1173,1182,2020-09-11T13:26:57
1209,1318,2020-12-29T08:19:08
1037,1483,2020-02-05T09:24:40
1350,1455,2020-05-10T00:59:38
1449,1338,2020-01-26T20:42:06
1290,1250,2020-01-17T09:31:22
1278,1193,2020-01-01T02:39:34
1499,1150,2020-11-13T11:38:03
1059,1232,2020-04-29T22:55:58
1195,1358,2020-04-22T13:16:32
1256,1473,2020-11-03T12:35:11
1205,1203,2020-06-16T12:49:49
1376,1165,2020-10-06T14:15:17
1326,1246,2020-01-31T10:56:18
1227,1487,2020-11-11T20:06:40
1366,1026,2020-07-04T20:58:16
1248,1383,2020-06-03T11:33:53
1240,1471,2020-06-29T15:55:04
1362,1329,2020-05-13T12:57:04
